YEAR_MONTH,COMMISSIONER_CODE,COMMISSIONER_NAME,CONTRACT_NUMBER,PROVIDER_NAME,LATEST_PPC_ADDRESS_POSTCODE,LSOA11_CODE,UDA_PERF_TARGET,UDA_FIN_VAL,UDA_DELIVERED,LATE_SUBMITTED_FP17,UDA_DELIVERED_FD,BAND_1_DELIVERED,"BAND_2A_DELIVERED ",BAND_2B_DELIVERED,BAND_2C_DELIVERED,BAND_3_DELIVERED,BAND_URGENT_DELIVERED,BAND_OTHER_DELIVERED,CHILD_12M_COUNT,ADULT_24M_COUNT,GENERAL_DENTAL_FIN_VALUE
202311,QSL,Somerset ICB,1000710000,Yarde House Partnership,TA1 1DB,E01029289,2600,77885.99,155.4,0,0,87,8,0,0,3,7,0,429,427,77885.99
202311,QT6,Cornwall and the Isles Of Scilly ICB,1000730000,Spadental South West Limited,PL12 6AF,E01018793,19116,605705.89,342,0,0,201,27,12,0,0,0,0,2140,359,605705.89
202311,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1000790000,Rodericks Dental Partnership Ltd,MK40 1NN,E01017469,25000,771932.17,1332.4,1,0,326,64,57,5,15,253,1,1466,6368,771932.17
202311,QUY,"Bristol, North Somerset and South Gloucestershire ICB",1000800000,Monika Molnar,BS25 1JF,E01014742,1200,33463.61,90.8,0,0,47,13,0,0,0,4,0,420,72,33463.61
202311,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1000810000,Rodericks Dental Partnership Ltd,LU1 2AL,E01015794,25000,754788.05,111.4,0,0,6,5,3,1,1,47,0,615,2611,754788.05
202311,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1000820000,Rodericks Dental Partnership Ltd,LU3 2NJ,E01015785,14000,430287.52,542,0,0,96,83,14,1,7,30,0,1225,2396,430287.52
202311,QT6,Cornwall and the Isles Of Scilly ICB,1000830000,PCH Dental CIC,TR18 3PE,E01018997,10946,364170.55,159,0,0,65,12,2,0,2,20,0,298,1021,364170.55
202311,QHL,Birmingham and Solihull ICB,1000850000,Broadway Dental Suite,B18 7BA,E01009141,11239,427441.76,1317.4,0,0,87,108,66,4,42,37,0,654,2495,427441.76
202311,QRL,Hampshire and Isle Of Wight ICB,1000890000,Hilsea Dental Care Ltd,PO2 9HE,E01017087,17002,460234.2,757.6,0,0,119,60,37,0,21,18,0,642,2185,460234.2
202311,QYG,Cheshire and Merseyside ICB,1000960000,Care (Lancashire) Ltd,L20 3EF,E01007009,24000,757669.65,2001.2,0,0,317,76,76,67,47,36,1,345,1270,757669.65
202311,QT1,Nottingham and Nottinghamshire ICB,1001010000,Brookview Dental Care,LE12 6JG,E01028387,1000,35576.75,99,0,0,49,13,1,0,0,5,0,219,177,35576.75
202311,QT1,Nottingham and Nottinghamshire ICB,1001030000,"Dr H S Thiara, Mrs R K Mattu",NG5 7ED,E01028209,7997,331313.43,830.4,0,0,187,86,39,0,12,37,2,452,2091,331313.43
202311,QOQ,Humber and North Yorkshire ICB,1001050000,Dental Logic Limited,HU10 7AA,E01013117,8624,252479.77,809.6,0,0,381,75,12,0,10,18,2,761,2874,252479.77
202311,QT1,Nottingham and Nottinghamshire ICB,1001090000,Whitecross Dental Care Limited,LE12 6PG,E01028389,20000,606092.23,1522.6,0,0,711,105,23,3,23,58,4,2068,4757,606092.23
202311,QWO,West Yorkshire ICB,1001110000,Bodental Practice,BD23 1RU,E01027581,670,20085.37,53.6,0,0,30,5,1,0,0,3,0,375,46,20085.37
202311,QYG,Cheshire and Merseyside ICB,1001220000,The Old Surgery Dental Practice Ltd,CW1 5EQ,E01018501,3300,213033.74,102,0,0,7,19,7,0,0,0,0,3,338,213033.74
202311,QMM,Norfolk and Waveney ICB,1001280000,Rookwood Dental Practice,NR17 2BN,E01026449,3939,122495.55,309.2,0,0,146,29,4,0,4,6,1,495,985,122495.55
202311,QOP,Greater Manchester ICB,1001340000,REVIVE DENTAL CARE LIMITED,M4 6EE,E01033663,5509,390618.54,407.2,0,0,67,34,11,2,11,31,0,172,933,390618.54
202311,QOQ,Humber and North Yorkshire ICB,1001350000,MR N TIBREWAL,HG4 1QW,E01027707,16464,560614.44,1625.2,0,0,456,154,38,4,30,106,2,1065,4146,560614.44
202311,QNQ,Frimley ICB,1001360000,MR JS KAILA,GU15 2HT,E01030800,11191,350224.02,892.4,0,89.6,203,79,25,7,20,32,0,363,2483,350224.02
202311,QWU,Coventry and Warwickshire ICB,1001380000,Longfellow Road Partnership,CV2 5HB,E01009614,49397,1436209.77,3862,0,0,1226,316,104,2,66,300,2,3915,13563,1436209.77
202311,QJ2,Derby and Derbyshire ICB,1001500000,Brimington Dental Practice,S43 1AD,E01019534,21209,698473.61,1903.4,2,0,623,241,61,0,19,22,0,1412,5285,698473.61
202311,QUA,Black Country ICB,1001620000,Jandu Dental Surgery,DY8 1EJ,E01009856,7200,187383.68,87.2,0,0,13,6,5,0,2,6,0,87,419,187383.68
202311,QUA,Black Country ICB,1001640000,Princes End Dental Practice,DY4 0UB,E01010033,4890,144494.13,454.8,0,0,69,15,24,0,18,4,0,823,693,144494.13
202311,QHL,Birmingham and Solihull ICB,1001650000,Family Dental Centre Partnership,B44 8LD,E01009230,17884,609756.48,1578.4,2,0,560,137,41,1,25,78,4,1761,4568,609756.48
202311,QNX,Sussex ICB,1001670000,ABC Dental Surgery Ltd,BN2 3LD,E01016890,13371,411744.55,971.2,0,0,142,105,40,1,21,46,0,741,1808,411744.55
202311,QHM,North East and North Cumbria ICB,1001720000,No.1 Victoria Terrace Ltd,NE15 9EL,E01008405,5140,137519.99,225.4,0,0,34,36,10,1,2,2,0,350,844,137519.99
202311,QHL,Birmingham and Solihull ICB,1001730000,Hilltop Dental Spa,B31 2QT,E01009206,23164,767604.09,2094.6,0,170,581,209,52,5,40,88,6,1753,6107,767604.09
202311,QMF,North East London ICB,1001750000,Nilesh Patel,E20 1BX,E01033583,18000,550440,893.8,0,0,355,54,8,2,11,159,0,1611,3562,550440
202311,QUA,Black Country ICB,1001760000,Mr S Merali,B64 7HU,E01009956,1700,47845.39,79.2,0,0,35,9,2,0,0,6,0,256,138,47845.39
202311,QJ2,Derby and Derbyshire ICB,1001800000,Chaddesden Dental Practice,DE21 6PE,E01013507,21628,671523.08,1803.2,0,0,613,202,42,3,25,41,4,1032,4117,671523.08
202311,QJ2,Derby and Derbyshire ICB,1001910000,Nationwide Healthcare - Normanton Road Family Dental Centre,DE23 6WD,E01013484,1,1.23,,,,,,,,,,,,10,1.23
202311,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1001940000,Chalfont St Peter Partnership,SL9 9AL,E01017755,1600,49770.1,116,0,0,53,10,3,0,1,5,0,475,204,49770.1
202311,QJ2,Derby and Derbyshire ICB,1001950000,TASK B LTD - T/A Dental Perfection,DE23 3TX,E01013541,10900,293044.62,857.8,0,0,253,45,15,0,31,19,0,947,2577,293044.62
202311,QT1,Nottingham and Nottinghamshire ICB,1001960000,Impressions Dental Care (Nottingham) Limited,NG16 2NH,E01028102,1354,39416.43,115.8,0,0,52,6,1,0,3,4,0,201,275,39416.43
202311,QT1,Nottingham and Nottinghamshire ICB,1002050000,Family Medical Centre (Green//Hanji),NG3 2FW,E01013954,26057,850290.02,1170,0,0,280,111,33,1,26,60,1,1597,5907,850290.02
202311,QE1,Lancashire and South Cumbria ICB,1002060000,Genix Healthcare Ltd,LA4 6ND,E01025164,19500,568250.31,1777.2,1,142.4,564,146,89,5,19,46,2,2612,3650,568250.31
202311,QMF,North East London ICB,1002070000,Preventdent Limited,E3 5ED,E01004226,20367,853219.83,1702.8,0,0,521,133,40,2,40,74,0,3185,3703,853219.83
202311,QT1,Nottingham and Nottinghamshire ICB,1002110000,Rivergreen Dental Practice,NG11 8AD,E01013897,14929,467831.63,1203.2,0,0,245,207,19,1,15,41,6,901,3087,467831.63
202311,QJM,Lincolnshire ICB,1002190000,Community Dental Services CIC,DN21 2DZ,E01026218,4500,2158948,587.8,1,0,164,47,24,0,9,4,0,408,1287,2158948
202311,QE1,Lancashire and South Cumbria ICB,1002200000,Genix Healthcare Ltd,LA4 6ND,E01025164,9780,284999.38,86.6,0,0,13,10,5,0,1,3,0,36,138,284999.38
202311,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1002320000,"Sunita Naidoo, Rahendra Naidoo, Raahil Naidoo and Saroshen N",MK40 3HU,E01017469,7404,230868.16,559.2,0,128.4,196,46,10,0,13,16,0,901,2444,230868.16
202311,QOC,"Shropshire, Telford and Wrekin ICB",1002330000,Willow Street Dental Practice,SY11 1AD,E01028906,2110,66202.86,151.4,0,0,82,16,0,1,0,12,0,664,232,66202.86
202311,QJ2,Derby and Derbyshire ICB,1002360000,AJ Moore & Associates,NG10 4ER,E01019652,56788,1758705.81,3082.8,9,0,1005,324,82,5,44,99,5,1978,11382,1758705.81
202311,QJ2,Derby and Derbyshire ICB,1002380000,Heanor Dental Practice,DE75 7DT,E01019436,25773,935933.58,2031.2,0,0,808,192,47,1,26,71,5,1705,6431,935933.58
202311,QUA,Black Country ICB,1002670000,Dudley Road Dental Practice,WV2 3DN,E01010428,33459,1078007.32,3462.4,0,0,727,329,192,4,51,107,9,2912,4935,1078007.32
202311,QT1,Nottingham and Nottinghamshire ICB,1002710000,"Peterson, Carr & Towlerton",NG25 0DN,E01028346,3100,85946.14,137.6,0,0,74,11,3,0,0,13,0,583,273,85946.14
202311,QJ2,Derby and Derbyshire ICB,1003050000,New Whittington Dental Practice,S43 2AH,E01019529,11213,435972.87,916.8,0,0,282,101,11,0,18,49,2,604,2590,435972.87
202311,QNQ,Frimley ICB,1003130000,OPTIMA CARE (MAIDENHEAD) Ltd,SL6 4DT,E01016537,7000,215686.85,590.8,0,130.2,126,69,32,3,3,34,0,1008,2152,215686.85
202311,QT1,Nottingham and Nottinghamshire ICB,1003150000,Tuckley and Seton,NG9 2BD,E01028075,2346,73641.2,261.2,0,0,155,24,3,0,1,6,0,1070,101,73641.2
202311,QT1,Nottingham and Nottinghamshire ICB,1003160000,Dr Mandeep Hampson,NG3 6LH,E01028163,17825,478735.67,1372.6,0,0,386,162,41,1,17,58,7,1021,4489,478735.67
202311,QJ2,Derby and Derbyshire ICB,1003190000,Nationwide Healthcare Providers Ltd,DE55 4LP,E01019468,1,1.23,,,,,,,,,,,3,27,1.23
202311,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003220000,Mr F Tahir,RG40 3RB,E01016640,13000,367485.97,974.4,0,0,461,75,15,1,10,72,1,1661,2479,367485.97
202311,QNQ,Frimley ICB,1003230000,Mr F Tahir,SL3 9EN,E01016564,12351,339924.83,1004.4,0,0,336,113,15,0,16,52,0,1248,2447,339924.83
202311,QNC,Staffordshire and Stoke-on-Trent ICB,1003240000,Hughes & Owen Dental Care,DE14 3QZ,E01032898,1250,31660.55,124.4,0,0,73,8,5,0,0,2,0,538,54,31660.55
202311,QKS,Kent And Medway ICB,1003250000,Mr Waguih Maher Bishay,ME1 1HB,E01016110,3567,260961.43,488,0,0,0,101,37,0,0,0,0,37,478,1.05
202311,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003330000,Dentalcare Limited,RG8 7LU,E01016314,14000,398322.86,912,5,0,321,57,52,0,11,28,0,511,2634,398322.86
202311,QJ2,Derby and Derbyshire ICB,1003340000,Chapel Dental Care,SK23 0EZ,E01019720,17496,954010.97,1834.4,1,0,620,198,53,0,23,67,1,1405,4427,954010.97
202311,QJ2,Derby and Derbyshire ICB,1003350000,Chapel Dental Care,SK23 0EZ,E01019720,0,1.23,13,0,0,1,0,0,0,1,0,0,,12,1.23
202311,QPM,Northamptonshire ICB,1003450000,Oradi Ltd.,NN8 4PW,E01027349,52783,1578319.27,1564.8,0,0,508,138,35,1,34,44,0,1702,6195,1578319.27
202311,QNC,Staffordshire and Stoke-on-Trent ICB,1003460000,Burton Family Dental Practice,DE13 0NU,E01029434,2675,70179.25,256.4,0,0,177,17,4,0,0,7,0,1283,114,70179.25
202311,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003470000,PURESMILE EARLEY LTD,RG6 7HT,E01016668,14000,393527.9,795.2,0,0,91,79,44,0,18,26,0,1085,2534,393527.9
202311,QH8,Mid and South Essex ICB,1003480000,"E Harunani, M Kanani & M N Harunani",CO5 9JT,E01021402,15247,449155.05,1125.2,0,0,246,64,52,6,26,61,0,1185,3250,399655.05
202311,QH8,Mid and South Essex ICB,1003490000,"E Harunani, M Kanani & M N Harunani",CM9 5BS,E01021890,17247,458527.85,1491.6,0,0,184,71,61,0,56,98,0,822,3097,458527.85
202311,QK1,"Leicester, Leicestershire and Rutland ICB",1003510000,JDRM Dental Care Ltd,LE67 3WD,E01025930,15509,436323.99,1807,0,0,612,214,43,2,22,49,1,1115,3745,436323.99
202311,QJM,Lincolnshire ICB,1003520000,OASIS DENTAL CARE LTD,NG34 7TW,E01026232,47000,1444733.75,43.2,0,0,0,5,3,0,0,11,0,472,3013,1444733.75
202311,QJM,Lincolnshire ICB,1003530000,Ishak Practices Limited,LN11 9ET,E01026089,20700,658326.25,1613.2,0,0,627,156,29,0,27,41,0,1444,4764,658326.25
202311,QJM,Lincolnshire ICB,1003540000,Ishak Practices Limited,LN6 8RZ,E01026141,25500,812853.09,1850.8,0,0,734,147,33,8,30,69,1,2110,5021,812853.09
202311,QJM,Lincolnshire ICB,1003550000,Ishak Practices Limited,DN21 2HD,E01026379,27308,868481.78,2396,0,0,835,294,38,0,30,105,3,1514,6107,868481.78
202311,QK1,"Leicester, Leicestershire and Rutland ICB",1003560000,Ishak Practices Limited,LE7 2HA,E01025756,10000,291733.2,597.4,0,0,295,40,6,0,10,27,0,897,2696,291733.2
202311,QJK,Devon ICB,1003570000,Peninsula Dental School,PL1 4JZ,E01015047,1,1288045.92,64,0,0,6,16,2,0,0,0,0,,156,1207543.05
202311,QRV,North West London ICB,1003580000,Dr Jeet Parekh and Mrs Mala Parekh,W2 3JH,E01004695,6000,197880.18,183.6,0,0,66,19,3,0,3,8,0,219,1153,197880.18
202311,QKS,Kent And Medway ICB,1003590000,Medway Dental Care Ltd,ME5 0TX,E01016173,6671,201720.71,218,1,0,47,25,9,0,2,25,0,692,1691,201720.71
202311,QT1,Nottingham and Nottinghamshire ICB,1003700000,Ishak Practices Limited,NG6 9DQ,E01013891,19000,620064.54,701.8,0,0,138,84,18,1,14,39,0,1080,2117,620064.54
202311,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003740000,MR AF RAI,HP5 3EZ,E01017781,15000,384206.41,1011,2,0,459,103,15,0,11,35,0,848,2330,384206.41
202311,QT1,Nottingham and Nottinghamshire ICB,1003760000,Rodericks Dental Partnership Ltd,NG8 4PN,E01013868,16500,530246.66,1586.4,2,0,296,192,54,1,32,57,0,1211,2326,530246.66
202311,QT1,Nottingham and Nottinghamshire ICB,1003770000,Rodericks Dental Partnership Ltd,NG6 8ET,E01013885,20500,643713.73,1522.4,2,0,217,135,99,4,27,23,6,1112,2059,643713.73
202311,QT1,Nottingham and Nottinghamshire ICB,1003820000,Carlton Dental Care Limited,NG4 1JB,E01028160,0,240246.12,602,0,0,32,171,10,1,0,0,0,2,828,1.12
202311,QT1,Nottingham and Nottinghamshire ICB,1003830000,MR KS MISSAN,NG2 6HT,E01028374,0,61101.12,129,0,0,1,41,1,0,0,0,0,,275,1.12
202311,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1003940000,Puresmile Marlow,SL7 3AN,E01017891,12000,307952.83,770.4,0,0,281,85,15,1,8,47,0,1072,2242,307952.83
202311,QWU,Coventry and Warwickshire ICB,1003950000,MR NJ GIBB,CV32 4LY,E01033253,15000,435765.01,1507.2,0,0,587,107,40,5,21,91,3,1476,4807,435765.01
202311,QGH,Herefordshire and Worcestershire ICB,1003970000,MR A PANDEY,DY11 7BQ,E01032470,26200,674607.03,2861.6,3,0,741,278,103,1,51,119,4,1802,5765,674607.03
202311,QGH,Herefordshire and Worcestershire ICB,1003990000,Malvern Spring Dental Practice Ltd,WR14 1AJ,E01032196,5000,128436.01,412,0,0,81,26,11,0,16,5,0,495,286,128436.01
202311,QUA,Black Country ICB,1004040000,New Road Dental Practice,WV13 2DA,E01010404,2000,50656.89,491.8,0,0,81,43,29,0,11,4,0,385,148,50656.89
202311,QUA,Black Country ICB,1004050000,Ravinder Kumar t/a OHC Dental Practice,B69 4DX,E01010017,6000,157792.81,602.8,0,0,101,39,42,2,12,14,0,491,1094,157792.81
202311,QGH,Herefordshire and Worcestershire ICB,1004060000,Gentle Dental Care (DROITWICH)LTD,WR9 8EF,E01032359,13850,372695.65,1058.6,0,0,365,106,25,1,15,53,0,1331,3226,372695.65
202311,QGH,Herefordshire and Worcestershire ICB,1004070000,Gentle Dental Care (EVESHAM)LTD,WR5 2DL,E01032285,17200,454937.53,22,0,0,1,7,0,0,0,0,0,450,1796,454937.53
202311,QGH,Herefordshire and Worcestershire ICB,1004080000,Gentle Dental Care (WORCESTER)LTD,WR5 2DL,E01032285,30000,793495.67,1077.6,0,0,140,94,21,1,37,73,1,1967,5131,793495.67
202311,QE1,Lancashire and South Cumbria ICB,1004210000,Dr D Hammond,FY1 3ER,E01012737,0,252576.33,,,,,,,,,,,,,31135.1
202311,QT1,Nottingham and Nottinghamshire ICB,1004280000,JDSP Dental Limited,NG12 5AA,E01028383,0,29751.12,77,0,0,2,25,0,0,0,0,0,,110,1.12
202311,QGH,Herefordshire and Worcestershire ICB,1004300000,MR T MOODLEY,B97 5SF,E01032270,10000,266046,1077.2,0,0,428,96,18,0,18,46,0,884,2218,266046
202311,QGH,Herefordshire and Worcestershire ICB,1004310000,OASIS DENTAL CARE LTD,B97 4RH,E01032238,16078,412998.8,818.8,1,0,221,76,29,2,13,45,2,839,2862,412998.8
202311,QWU,Coventry and Warwickshire ICB,1004350000,MR DJ LANGMAN,CV37 6LW,E01031234,5000,149841.99,27,0,0,0,9,0,0,0,0,0,134,1059,149841.99
202311,QJ2,Derby and Derbyshire ICB,1004400000,Rodericks Dental Ltd,DE56 1WN,E01019407,0,34546.12,,,,,,,,,,,,143,1.12
202311,QJ2,Derby and Derbyshire ICB,1004440000,Etwall Dental Practice Ltd (IMOS),DE65 6LP,E01019840,0,237186.12,364,0,0,13,107,6,0,0,0,0,2,655,1.12
202311,QF7,South Yorkshire ICB,1004450000,Dental Directions,S5 8BE,E01008123,1,1.23,255.8,0,0,57,30,4,0,6,14,0,346,657,1.23
202311,QJ2,Derby and Derbyshire ICB,1004470000,Stephen Shaffery -The Dove Dental,DE1 2GJ,E01013480,0,66366.12,163,0,0,0,41,8,0,0,0,0,1,323,1.12
202311,QT1,Nottingham and Nottinghamshire ICB,1004480000,The Ropewalk Dental,NG1 5DW,E01032522,0,82346.12,229,0,0,0,68,5,0,0,0,0,,306,1.12
202311,QWU,Coventry and Warwickshire ICB,1004490000,Neha Sadhev,CV37 8TA,E01031212,8000,239747.2,636.6,1,0,169,65,14,1,12,38,0,767,1678,239747.2
202311,QGH,Herefordshire and Worcestershire ICB,1004500000,OASIS DENTAL CARE LTD,HR9 5HB,E01014066,6000,161462.4,,,,,,,,,,,,106,161462.4
202311,QUA,Black Country ICB,1004590000,Richmond House Dental Practice,DY8 4BU,E01009731,8918,310729.23,757.6,0,0,277,49,14,0,18,38,2,693,2207,310729.23
202311,QUA,Black Country ICB,1004630000,MR SB MAHALEKAM,WS3 1BZ,E01010283,2000,50656.89,106.4,0,0,19,3,8,0,3,2,0,200,465,50656.89
202311,QUA,Black Country ICB,1004650000,Dr Sapna Hanji Chandrashekar,WS1 1QJ,E01010371,2000,53282.6,166.2,0,0,26,12,11,0,4,1,0,184,382,53282.6
202311,QK1,"Leicester, Leicestershire and Rutland ICB",1004660000,Bowling Green Dental Care Ltd,LE1 6AS,E01013636,13558,406302.66,1350.2,0,0,363,106,36,2,34,56,0,1165,3637,406302.66
202311,QJ2,Derby and Derbyshire ICB,1004670000,Derby Raynesway Partnership,DE24 0DW,E01013477,631,23342.21,47.4,1,0,24,4,2,0,0,2,0,310,183,23342.21
202311,QNQ,Frimley ICB,1004720000,Rodericks Dental Partnership Ltd,SL6 9BR,E01016532,18000,560562.79,1017,1,0,327,92,19,2,22,35,0,1504,4454,560562.79
202311,QNX,Sussex ICB,1004760000,Jayne Withinshaw Limited,RH20 2BP,E01031662,4950,145756.5,420.8,0,0,170,53,3,0,6,4,0,555,1139,145756.5
202311,QNX,Sussex ICB,1004770000,Knights Dental Surgery Limited,PO21 5HG,E01031406,1140,35823.38,65,0,0,36,8,1,0,0,0,0,237,56,35823.38
202311,QK1,"Leicester, Leicestershire and Rutland ICB",1004780000,Rodericks Dental Partnership Ltd,LE4 1ET,E01013619,13122,414429.91,1233.4,0,111.6,333,136,40,2,16,72,0,1565,3473,414429.91
202311,QRV,North West London ICB,1004850000,Harrow Road Dental Practice,W9 3RA,E01004755,3000,96825.12,30,0,0,21,3,0,0,0,0,0,286,372,96825.12
202311,QOC,"Shropshire, Telford and Wrekin ICB",1004860000,New Park House Dental Centre,SY3 7FA,E01028984,3750,125047.99,326,1,0,157,17,13,0,3,5,1,992,384,125047.99
202311,QRV,North West London ICB,1004880000,Sharareh Naghibi and Barry Lanesman,W2 3PH,E01004694,6000,187782.05,815.2,0,0,39,29,20,0,49,1,0,16,1162,187782.05
202311,QWO,West Yorkshire ICB,1004900000,Mr Imtiaz Khajwal,HD8 9HR,E01011110,6899,238992.06,396,6,0,153,45,11,0,4,11,0,391,1673,238992.06
202311,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1005060000,Rodericks Dental Partnership Ltd,HP12 4JN,E01017912,13759,437073.81,934.4,0,0,295,76,43,2,9,62,0,1532,3196,437073.81
202311,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1005080000,Aspire Dental Care Limited,HP7 9PH,E01017775,12000,368774.12,868.6,0,0,291,71,13,1,17,63,2,1132,3054,368774.12
202311,QYG,Cheshire and Merseyside ICB,1005210000,Wirral Community Trust,CH46 2QQ,E01007204,5355,197437.01,176,0,0,21,17,4,0,6,10,0,316,722,197437.01
202311,QOP,Greater Manchester ICB,1005540000,Shaw Family Dental Practice Partnership,OL2 8NH,E01005447,29628,1127948.97,3612,0,0,878,245,180,11,67,175,8,2216,6094,1086605.66
202311,QT1,Nottingham and Nottinghamshire ICB,1005550000,Southwell Dental Care,NG25 0BH,E01028346,1,1.21,,,,,,,,,,,,,1.21
202311,QWE,South West London ICB,1005720000,The Royal Hospital for Neuro-disability Dental Practice,SW15 3SW,E01004628,1,196894.61,,,,,,,,,,,,,196894.61
202311,QNC,Staffordshire and Stoke-on-Trent ICB,1005740000,Primecare Oral Heatlh Services Ltd,ST4 1AT,E01014293,24816,761427.27,2638.6,1,0,468,253,93,8,65,93,0,1555,5703,761427.27
202311,QOQ,Humber and North Yorkshire ICB,1005940000,The Dental Design Studio,DN16 2AA,E01013316,13000,397380.99,202,0,0,4,16,6,0,10,0,0,1224,2403,397380.99
202311,QNQ,Frimley ICB,1005960000,Dr Paul Nicholas Mamak,GU16 6LE,E01030770,2904,88426.42,230.8,0,0,51,30,5,0,5,4,0,488,489,88426.42
202311,QUA,Black Country ICB,1006000000,New Light DA Limited,WS8 6EQ,E01010306,2000,53820.81,148.6,0,0,12,21,8,0,2,8,0,95,332,53820.81
202311,QRV,North West London ICB,1006030000,Ramesh Siva,SW1V 3HD,E01004668,7000,212097.03,557.4,0,0,59,57,20,2,14,37,1,631,1810,212097.03
202311,QOP,Greater Manchester ICB,1006060000,REVIVE DENTAL CARE LIMITED,M3 6BZ,E01032906,5495,172805.73,201.4,0,0,103,11,9,0,1,7,0,533,955,172805.73
202311,QOP,Greater Manchester ICB,1006070000,"Brady, Shalin &  Naylor Partnership",BL3 1HH,E01004911,5342,172805.73,17.6,0,0,8,2,0,0,0,3,0,318,665,172805.73
202311,QR1,Gloucestershire ICB,1006160000,Rodericks Dental Partnership Ltd,GL52 2LZ,E01022102,24000,725647.62,698.8,0,0,154,82,17,2,9,74,0,1121,4215,725647.62
202311,QRV,North West London ICB,1006170000,S & Y Golar,W2 3BP,E01004682,12600,410853.33,891,0,0,37,36,20,4,45,65,0,240,1826,410853.33
202311,QR1,Gloucestershire ICB,1006180000,Rodericks Dental Partnership Ltd,GL2 4AL,E01032933,24000,725647.62,,,,,,,,,,,234,1687,725647.62
202311,QUA,Black Country ICB,1006220000,Dr Sudhakar Damodaraswamy,DY3 3TA,E01009896,6811,265900.2,720.4,0,0,220,49,34,0,13,22,1,406,2060,265900.2
202311,QNC,Staffordshire and Stoke-on-Trent ICB,1006310000,Genesis Smiles Centre LLP,ST1 3NF,E01014231,33500,1023691.85,1353.6,0,0,241,102,52,0,41,43,0,1415,3484,1023691.85
