_LATE_SUBMITTED_FP17,_COMMISSIONER_NAME,_COMMISSIONER_CODE,_UDA_DELIVERED,_BAND_3_DELIVERED,_UDA_DELIVERED_FD,_LATEST_PPC_ADDRESS_POSTCODE,YEAR_MONTH,_UDA_PERF_TARGET,_PROVIDER_NAME,_GENERAL_DENTAL_FIN_VALUE,_BAND_1_DELIVERED,_UDA_FIN_VAL,_CHILD_12M_COUNT,_LSOA11_CODE,_BAND_URGENT_DELIVERED,_CONTRACT_NUMBER,_BAND_OTHER_DELIVERED,_BAND_2_DELIVERED,_ADULT_24M_COUNT
0,West Yorkshire AT,Q52,5078.8,97,0,HX1 1UX,201905,85709,Whitecross Dental Care Limited,2448641.15,1519,2448641.15,4493,E01010994,267,1013380104,14,687,20166
0,West Yorkshire AT,Q52,819.8,25,0,HD4 5RL,201905,11550,Dhinsa Dental Limited,282671.1,144,282671.1,808,E01011079,29,1814630001,14,110,2539
1,West Yorkshire AT,Q52,3613.2,68,0,WF16 9QS,201905,49069,OASIS DENTAL CARE LTD,1447024.94,1267,1447024.94,4926,E01011167,176,1012810012,13,432,12348
0,West Yorkshire AT,Q52,1717.2,26,0,HD1 4EN,201905,18600,Greenhead Dental Practice Limited,489766.56,570,489766.56,1603,E01011232,26,1619420001,19,262,4137
0,West Yorkshire AT,Q52,1184.2,20,0,LS15 8DZ,201905,21490,MR WS MALACH,646275.7,412,646275.7,1032,E01011409,11,2310100001,18,170,5218
0,West Yorkshire AT,Q52,3131.8,39,0,LS28 7NB,201905,40509,Whitecross Dental Care Limited,1122630.6,1239,1122630.6,3250,E01011587,104,1013380067,13,430,10308
0,West Yorkshire AT,Q52,1862.4,30,0,WF8 1JY,201905,22295,Ropergate Dental Practice,604893.72,617,604893.72,1629,E01011837,97,9141260001,13,252,6302
2,West Yorkshire AT,Q52,2132.2,58,0,WF9 2RN,201905,26101,Nationwide Healthcare Providers Ltd,641757.98,540,641757.98,2409,E01011860,31,7650070002,14,283,7116
0,West Yorkshire AT,Q52,1846.6,39,0,WF2 9BQ,201905,28557,St Michaels Family Dental Practice,946385,716,946385,2263,E01011907,56,9150170001,13,194,7540
0,"Durham, Darlington and Tees AT",Q45,2557.6,89,0,TS26 8DD,201905,60590,Hartlepool Dental Practice Partnership,1437711.21,508,1437711.21,1957,E01011977,53,1860070001,25,294,8222
0,"Durham, Darlington and Tees AT",Q45,2598.2,88,0,TS25 1RR,201905,33811,MR ND SMITH,830727.79,654,830727.79,2178,E01011987,80,3281460001,33,242,8920
1,"Durham, Darlington and Tees AT",Q45,3476.8,79,92.8,TS5 5PH,201905,47398,MR DC DANIELS,1325645.16,1026,1325645.16,3282,E01012057,269,9218900001,13,390,11602
0,"Durham, Darlington and Tees AT",Q45,2960.6,66,147.8,TS3 7PB,201905,35817,Stone Harrison Dean,982249.01,788,982249.01,3211,E01012074,78,6297580001,14,417,8091
0,"Durham, Darlington and Tees AT",Q45,3808.6,85,0,TS19 9JW,201905,42999,Mr Michael Stanley Hulley,1066927.61,1018,1066927.61,4201,E01012249,208,5699920001,15,502,9593
2,Lancashire AT,Q47,6535.4,209,0,FY1 3EJ,201905,89660,King Street Dental Surgery,2208533.19,1578,2652251.35,4017,E01012737,263,1822650001,25,693,17783
1,North Yorkshire and Humber AT,Q50,3260.2,53,0,HU9 2AA,201905,28605,OASIS DENTAL CARE LTD,794646.9,1177,794646.9,4327,E01012808,261,1012810106,13,367,10429
1,North Yorkshire and Humber AT,Q50,6006.8,134,203.8,HU3 6HP,201905,79925,543 Dental Centre Limited,2484477.73,2109,2484477.73,5296,E01012865,214,1040940001,23,664,22942
0,North Yorkshire and Humber AT,Q50,880.6,21,0,HU7 4TD,201905,9000,MR C LANGLEY,244756.41,339,244756.41,622,E01012904,48,3369980001,13,77,2583
0,North Yorkshire and Humber AT,Q50,1340.8,20,0,HU11 4AA,201905,15658,MR DG BOFF,486435.97,530,486435.97,1385,E01013031,8,7397660001,13,185,5300
0,North Yorkshire and Humber AT,Q50,2623.6,29,0,DN20 8AE,201905,30555,OASIS DENTAL CARE LTD,971974.64,1121,971974.64,2588,E01013272,103,1012810096,16,339,8847
1,North Yorkshire and Humber AT,Q50,2474,55,209.2,YO31 1AN,201905,38182,Clock House Dental Practice,1129086.07,957,1129086.07,3577,E01013379,105,1646230001,14,242,10284
0,Leicestershire and Lincolnshire AT,Q59,1373.4,12,0,LE5 4EL,201905,17811,Dr Hindocha Ltd.,476495.41,217,476495.41,1876,E01013671,92,1620780003,15,295,3676
0,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,2440.2,35,0,BS10 7DL,201905,28767,Passage House Dental Care,729210.83,1076,729210.83,2659,E01014605,131,1221650001,14,258,8640
1,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,13967.2,269,958.2,BS23 2YG,201905,168355,Taneja and Pangotra Partnership,4342413.24,4005,4342413.24,12121,E01014813,621,1967030001,54,1975,40564
0,"Devon, Cornwall and Isles of Scilly AT",Q66,2510.8,56,217.8,PL4 8HB,201905,28500,MISS SJ YOUNG,740734.11,691,740734.11,2641,E01015050,209,3357380001,20,293,11555
0,"Devon, Cornwall and Isles of Scilly AT",Q66,8751.8,184,0,TQ2 8NA,201905,130501,Whitecross Dental Care Limited,3581203.57,2398,3581203.57,6915,E01015262,484,1013380084,45,1166,31146
0,Wessex Local Office,Q70,1584.8,30,0,BH15 2NN,201905,19600,Adelstone Dental Care Ltd,566364.37,491,566364.37,1313,E01015456,34,1811450001,16,230,5592
1,"Bath, Gloucestershire, Swindon and Wiltshire AT",Q64,4340,106,0,SN1 4AU,201905,58705,Euro Dental Surgery,1392309.12,1599,1392309.12,4023,E01015532,175,6748930001,15,416,15605
0,"Cheshire, Warrington and Wirral AT",Q44,2060.6,47,0,CH1 5PP,201905,32052,Johnson & Whitehouse,980785.57,578,980785.57,2255,E01018314,93,1386650001,21,262,7943
0,Lancashire AT,Q47,3711.4,68,0,LA14 1DL,201905,33996,Cavendish Dental Practice,844553.88,1148,844553.88,2344,E01019157,77,7244910003,21,538,8746
0,Lancashire AT,Q47,546.6,6,0,LA18 5DN,201905,14000,OASIS DENTAL CARE LTD,177750.79,258,177750.79,631,E01019290,28,1012810224,13,60,2923
0,"Devon, Cornwall and Isles of Scilly AT",Q66,2007.6,30,198,EX8 2BW,201905,29644,Mr Robert Mew,772976.56,604,772976.56,1873,E01019912,78,1068280001,15,308,7258
0,"Devon, Cornwall and Isles of Scilly AT",Q66,2265.6,22,0,EX14 1BU,201905,34432,HONITON DENTAL CENTRE,1147201.65,640,1147201.65,1503,E01019932,108,1933050001,18,401,8045
0,"Devon, Cornwall and Isles of Scilly AT",Q66,1840.6,27,0,EX10 8DF,201905,24000,DEN DENTAL GROUP PRACTICE LLP,360998.52,503,360998.52,1268,E01019956,118,1759860007,14,283,5942
0,"Devon, Cornwall and Isles of Scilly AT",Q66,1379.4,14,0,TQ12 2HP,201905,19373,St Pauls Dental Practice Ltd,661761.52,473,661761.52,814,E01020217,27,1700620001,15,223,5204
3,"Devon, Cornwall and Isles of Scilly AT",Q66,2092.8,39,0,TQ12 4XX,201905,34870,DEN DENTAL GROUP PRACTICE LLP,1097123.84,724,1097123.84,2163,E01020217,169,1759860002,18,234,10123
0,Wessex Local Office,Q70,870.8,14,0,DT7 3HT,201905,19000,Paul Bester and Forbes Watson Limited Liability Partnership,502270.55,361,502270.55,750,E01020532,29,1948080001,14,101,4269
0,"Durham, Darlington and Tees AT",Q45,932.4,25,0,TS27 4EE,201905,12699,MR A ABRAHAM,277425.34,64,277425.34,644,E01020739,32,8049320001,44,162,4022
0,"Durham, Darlington and Tees AT",Q45,1201.2,21,0,DH6 3NT,201905,13023,Wray & McKenna Ltd,334242.76,308,334242.76,993,E01020790,91,1257330001,16,168,4437
0,"Durham, Darlington and Tees AT",Q45,2329,44,190.4,DL17 8LG,201905,33814,MR MA QURAISHI,1173094.62,559,1173094.62,2446,E01020808,240,8330370013,18,309,9878
0,"Durham, Darlington and Tees AT",Q45,2408.4,64,121.4,DL14 9HW,201905,30150,Ms F Brown and Mr M Ellis,800585.27,675,800585.27,2182,E01020895,56,9058440001,13,295,9104
0,"Bath, Gloucestershire, Swindon and Wiltshire AT",Q64,594,8,0,GL15 5DG,201905,7900,MR ID STORRAR,169567.55,204,169567.55,372,E01022226,25,3258990001,15,83,2279
0,"Bath, Gloucestershire, Swindon and Wiltshire AT",Q64,5511.6,106,0,GL1 1PX,201905,64500,Whitecross Dental Care Limited,1531905.73,1463,1531905.73,5183,E01022347,123,1013380028,13,872,17806
0,Wessex Local Office,Q70,2107.2,40,0,PO13 9SP,201905,36115,SCA Trafalgar Ltd,1115525.3,823,1115525.3,2131,E01022842,71,1911830001,16,238,7138
0,Wessex Local Office,Q70,3084.2,54,255.6,SP6 1JD,201905,40500,Whitecross Dental Care Limited,1220890.4,1355,1220890.4,2945,E01023022,116,1013380133,16,305,13570
2,Wessex Local Office,Q70,2454.8,31,0,SO14 0YG,201905,29478,Solent Dental Services,4858726.35,1083,4958561.17,4164,E01023143,129,1634570029,16,282,9140
0,Hertfordshire and The South Midlands AT,Q58,2302.8,56,0,AL2 1QF,201905,28325,A Gatrad Dental Surgey,735767.11,605,735767.11,2325,E01023706,144,1621670001,14,281,7564
0,Lancashire AT,Q47,1691,34,0,PR3 0ZB,201905,24000,Chana and Thandi Dental,596083.84,562,596083.84,1483,E01025562,74,1023500001,13,203,6430
1,Leicestershire and Lincolnshire AT,Q59,4390,80,0,LE11 2EN,201905,58260,Victoria House Dental Practice,1170288.85,1494,1170288.85,3496,E01025718,195,1756760002,13,557,16652
0,Leicestershire and Lincolnshire AT,Q59,4368.4,65,0,LE10 1AP,201905,53857,House of Dental Station Road,1346126.44,1969,1346126.44,3701,E01025849,207,1447380001,22,450,17219
0,Leicestershire and Lincolnshire AT,Q59,759,0,0,LE65 1EL,201905,8630,MISS H BURNIKELL,233434.71,255,233434.71,494,E01025917,30,9198450001,13,156,2341
0,Leicestershire and Lincolnshire AT,Q59,1276.6,14,0,LN5 7RL,201905,20000,Powell and Associates,502509.49,231,502509.49,977,E01026132,58,5734770001,30,267,5757
5,Leicestershire and Lincolnshire AT,Q59,4072.8,78,0,PE10 9NB,201905,63070,Mr N Maxey & Mr W Welch,1536990.16,1598,1536990.16,3971,E01026301,154,1872080001,13,447,15154
0,Leicestershire and Lincolnshire AT,Q59,3105.2,44,0,NG31 7DL,201905,33500,Appoline Dental Care,919014.42,1191,919014.42,2258,E01026311,116,7969640002,38,397,8987
0,East Anglia AT,Q56,726.2,8,0,NR7 8AL,201905,8000,The Together Dental  Partnership c/o Vaid and Radia,160990.24,295,160990.24,709,E01026553,36,1628330002,15,97,2331
0,East Anglia AT,Q56,2983.8,50,232,NR7 0UD,201905,51443,MR JG PLUMMER,1523901.45,1146,1523901.45,4108,E01026575,204,8271340010,13,323,16210
0,East Anglia AT,Q56,1754.8,40,91.6,NR31 8HB,201905,22126,MR JG PLUMMER,707203.51,469,707203.51,1347,E01026585,69,8271340012,15,237,6763
0,East Anglia AT,Q56,1545,23,161.2,NR30 5AQ,201905,17482,MR JG PLUMMER,625618.04,595,625618.04,1315,E01026593,90,8271340007,15,180,6554
0,East Anglia AT,Q56,1921.8,58,0,NR31 6NB,201905,23462,IDH Limited,718523.42,348,718523.42,1225,E01026631,99,1014350067,13,245,5258
1,East Anglia AT,Q56,4204.8,79,0,NR4 7HN,201905,46679,The Denteam Dental Centre,1312244.91,1435,1312244.91,3730,E01026868,124,8430590001,29,554,13254
0,East Anglia AT,Q56,2596.6,35,0,NR18 0RF,201905,32392,MR JG PLUMMER,975527.27,1150,975527.27,2635,E01026945,212,8271340009,17,252,11540
0,Hertfordshire and The South Midlands AT,Q58,2510.8,54,0,NN17 2UR,201905,28900,OASIS DENTAL CARE LTD,807298.88,470,807298.88,2117,E01026973,369,1012810229,14,316,8227
1,Hertfordshire and The South Midlands AT,Q58,3212.2,93,0,NN2 7BL,201905,44871,Moopen Dental Care,1447630.36,592,1447630.36,3249,E01027184,123,1874020003,15,444,9792
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,3722,90,0,NE24 5EZ,201905,61155,Whitecross Dental Care Limited,1679156.77,1214,1679156.77,3002,E01027415,174,1169980001,31,401,14405
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,672.8,12,0,NE63 8NQ,201905,8000,The Linden Cottage Partnership,199267.55,327,199267.55,591,E01027525,12,5789400001,17,51,2748
1,"Cumbria, Northumberland, Tyne and Wear AT",Q49,2469.4,69,0,NE64 6PF,201905,32087,Philip Brantingham and Kim Anne Brantingham,799452.78,519,799452.78,1549,E01027544,165,9174270004,15,300,7056
0,North Yorkshire and Humber AT,Q50,1838,19,0,DL10 4AB,201905,21420,Lion House Dental Practice Ltd,323494.36,672,608333.86,1963,E01027766,110,1300600001,15,249,5635
0,South Yorkshire and Bassetlaw AT,Q51,2823.6,53,107.6,DN22 6NX,201905,35365,Retford Dental Care,1043716.84,1049,1043716.84,2868,E01028011,153,1908880002,14,303,11012
0,South Yorkshire and Bassetlaw AT,Q51,1795.2,27,0,S80 2AS,201905,27894,Number 9 Dental Care Ltd,808096.28,693,808096.28,1540,E01028062,85,1091340001,13,221,7056
0,South Yorkshire and Bassetlaw AT,Q51,3628.8,56,223.8,S80 2AS,201905,50922,Wright Dental Care Ltd,1365889.01,1043,1365889.01,3134,E01028062,124,1123480001,16,572,12861
12,Thames Valley AT,Q69,3741.8,56,192.8,OX4 3XH,201905,56758,OXFORD DENTAL CARE LTD,1497284.2,1164,1497284.2,4205,E01028529,260,1119880001,14,529,16155
0,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,2737,50,0,BA11 2AH,201905,55223,IDH Limited,1241289.47,924,1241289.47,3538,E01029034,75,1014350006,16,370,14463
0,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,2212.2,33,324,BS27 3BE,201905,29758,Cheddar Dental Practice,674749.88,822,674749.88,2244,E01029129,121,1985870001,15,278,9773
0,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,2875.4,57,78.6,BA21 4HD,201905,36000,Rodericks Dental Partnership Ltd,841180.35,714,841180.35,2740,E01029239,167,1013620048,13,423,9561
1,Shropshire and Staffordshire AT,Q60,3683,41,0,WS13 6LL,201905,49250,Bore Street Dental Practice Limited,1154625.07,1607,1154625.07,3058,E01029526,116,1483260001,15,477,14036
0,Shropshire and Staffordshire AT,Q60,1164.8,16,0,ST7 1LX,201905,12840,Butt Lane Dental Surgery,368857.08,326,368857.08,967,E01029542,19,8122420001,17,207,3529
0,Shropshire and Staffordshire AT,Q60,2789,83,0,B79 7JS,201905,31797,Prestige Dental Care Group,833572.41,740,833572.41,2732,E01029835,165,1984040001,13,280,9537
0,East Anglia AT,Q56,3229.4,66,172.2,CO10 2SX,201905,40973,Bank Buildings Dental Practice,965542.18,909,965542.18,2558,E01029918,157,1823970001,18,441,12103
0,East Anglia AT,Q56,3878,78,0,NR32 4PH,201905,51722,MR JG PLUMMER,1366754.79,1157,1366754.79,3307,E01030240,365,8271340015,18,443,14745
1,"Arden, Herefordshire and Worcestershire AT",Q53,1128.6,25,0,B46 3BJ,201905,20993,Coleshill Smile Care Limited,621859.42,398,621859.42,1017,E01031021,79,1807930001,13,108,5921
0,"Arden, Herefordshire and Worcestershire AT",Q53,2480.4,45,0,CV11 4LE,201905,37353,Prestige Dental Care,965415.79,815,965415.79,1708,E01031064,67,2629190001,16,344,7667
1,"Arden, Herefordshire and Worcestershire AT",Q53,4138.8,63,0,CV11 6LG,201905,44202,MR AS DULKU,1376325.34,1622,1376325.34,2661,E01031102,39,3348200001,13,560,11315
0,"Arden, Herefordshire and Worcestershire AT",Q53,533.8,5,0,CV34 4RA,201905,7216,MR RS BATE,220149.1,165,220149.1,301,E01031324,21,9069720001,13,90,2229
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,4916.6,142,0,SR6 7DH,201905,64555,The Southwick and Whitburn Dental Practice Partnership,1739489.95,1346,1739489.95,4945,E01033075,178,1598910001,17,538,17891
0,East Anglia AT,Q56,2292.8,19,0,NR1 1LG,201905,30000,Prince of Wales Road Dental Practice,665072.79,1141,665072.79,1781,E01033438,169,1772960001,13,236,10544
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,1153.6,21,109.2,NE66 1PR,201905,19577,MR JN BUTTERWORTH,453284.18,283,453284.18,1119,E01033715,111,6533140001,14,157,5078
,North East London AT,Q61,,,,EN5 5SU,201905,350,MR A LANGDON,8128.33,,8128.33,53,E01000250,,3196940001,,,75
,North East London AT,Q61,,,,NW7 3RE,201905,1393,Margaret Andi,29953.38,,29953.38,468,E01000264,,3085360001,,,249
,North West London AT,Q62,,,,W12 0AE,201905,1,Tooth and Mouth Limited,1.04,,1.04,,E01001876,,1382660002,,,
,North West London AT,Q62,,,,SW6 7HT,201905,694,Sarveen Mann,15269.38,,15269.38,78,E01001879,,2140350001,,,100
,North West London AT,Q62,,,,W12 0LU,201905,1,Ashiq Ghauri and Sarfraz Ghauri t/a Ghauri Dental Centre,12322.17,,12322.17,3,E01001956,,3954630008,,,151
,North West London AT,Q62,,,,HA8 6LD,201905,195,MISS Y LIU,3636.04,,3636.04,117,E01002118,,2459760001,,,10
,North West London AT,Q62,,,,TW13 4ND,201905,1,MR AQ KHAN,103495.16,,103495.16,,E01002596,,3437140001,,,
,South London AT,Q63,,,,SE6 4AF,201905,90,Splendent Care Ltd,4828.97,,4828.97,,E01003324,,1223000004,,,4
,North East London AT,Q61,,,,IG1 1QE,201905,11956,MR AD PATEL,303915.67,,303915.67,,E01003688,,2095110001,,,
,South London AT,Q63,,,,TW11 0AB,201905,351,MR RH BAYLIS,9263.04,,9263.04,86,E01003887,,6516800001,,,93
,South London AT,Q63,,,,SE22 9AP,201905,300,MRS CA SIDA-MURRAY,7450.01,,7450.01,89,E01003953,,6306670001,,,25
,South London AT,Q63,,,,SE21 7AQ,201905,80,MISS KE OPIE-SMITH,2490.54,,2490.54,,E01004069,,5772940001,,,
,North East London AT,Q61,,,,E1 7LJ,201905,300,The Brace Orthodontic Centre,55010.37,,55010.37,2,E01004307,,1998500002,,,41
,South London AT,Q63,,,,SW15 3SW,201905,1,The Royal Hospital for Neuro-disability Dental Practice,124700.35,,124700.35,,E01004628,,1005720000,,,
,North West London AT,Q62,,,,SW7 1NA,201905,7500,Mrs R Szasz & Miss E Szasz,163657.05,,163657.05,23,E01004692,,1006510000,,,205
,North West London AT,Q62,,,,W1U 4JD,201905,545,MR RA SILVESTER,15404,,15404,,E01004717,,1011620000,,,
,Greater Manchester AT,Q46,,,,M25 1AF,201905,100,MR M HAFFNER,1975.76,,1975.76,,E01005036,,6326860001,,,7
,Greater Manchester AT,Q46,,,,OL8 1QN,201905,886,MR S SHIMBERG,24880.41,,24880.41,,E01005434,,8162130002,,,
,Greater Manchester AT,Q46,,,,M24 6TE,201905,7330,MF Dental Partners,187540.66,,187540.66,413,E01005535,,1389590001,,,1200
,Merseyside AT,Q48,,,,NN4 5EZ,201905,2,REVIVE DENTAL CARE LIMITED,236011.57,,428364.93,,E01005634,,1600590019,,,
,"Cheshire, Warrington and Wirral AT",Q44,,,,L35 5DR,201905,1,Bridgewater Community Healthcare NHS Foundation Trust,1.03,,1.03,,E01006499,,1743430008,,,
,Merseyside AT,Q48,,,,L16 7PF,201905,1,Shark Dent,1,,1,73,E01006588,,6746990001,,,630
,"Cheshire, Warrington and Wirral AT",Q44,,,,WA9 3DA,201905,1,Bridgewater Community Healthcare NHS Foundation Trust,1.03,,1.03,,E01006845,,1743430005,,,
,Merseyside AT,Q48,,,,WA10 1UH,201905,1,Bridgewater Community Healthcare NHS Foundation Trust,1.03,,1.03,,E01006881,,1743430011,,,
,"Cheshire, Warrington and Wirral AT",Q44,,,,CH49 5PE,201905,1,Wirral Community NHS Trust,1.03,,1.03,,E01007251,,1272130003,,,
,"Cheshire, Warrington and Wirral AT",Q44,,,,CH49 5PE,201905,1,Wirral Community NHS Trust,1.03,,1.03,,E01007251,,1272130009,,,
,South Yorkshire and Bassetlaw AT,Q51,,,,S63 9LQ,201905,1837,TSJ Smile Limited,51988,,51988,,E01007369,,1007380000,,,
,South Yorkshire and Bassetlaw AT,Q51,,,,DN4 8QN,201905,100,Rotherham NHS Foundation Trust,2614.29,,2614.29,,E01007502,,1811960017,,,22
,South Yorkshire and Bassetlaw AT,Q51,,,,S5 6NU,201905,7,Sheffield SPDCS,73374.26,,73374.26,,E01007849,,1669440009,,,12
,South Yorkshire and Bassetlaw AT,Q51,,,,S5 6NU,201905,19,Sheffield SPDCS,73374.26,,73374.26,,E01007849,,1669440010,,,1
,South Yorkshire and Bassetlaw AT,Q51,,,,S10 2TX,201905,1800,Sheffield Teaching Hospital NHS FT,77320.34,,77320.34,1,E01007866,,1151420001,,,131
,South Yorkshire and Bassetlaw AT,Q51,,,,S35 4LQ,201905,849,High Green & Dinnington Dental Practices,28967.9,,28967.9,,E01007900,,1537370004,,,8
,South Yorkshire and Bassetlaw AT,Q51,,,,S9 4LP,201905,2001,V Orliaklis and S Giannetopoulos,131180.13,,145055.13,13,E01007906,,8481310004,,,208
,South Yorkshire and Bassetlaw AT,Q51,,,,S2 3UA,201905,65,Norfolk Park Family Dental Centre,1821,,1821,8,E01008096,,1007420000,,,28
,South Yorkshire and Bassetlaw AT,Q51,,,,S5 9ND,201905,799,Parson Cross Dental Surgery,22600,,22600,123,E01008117,,1007300000,,,124
