_LATE_SUBMITTED_FP17,_COMMISSIONER_NAME,_COMMISSIONER_CODE,_UDA_DELIVERED,_BAND_3_DELIVERED,_UDA_DELIVERED_FD,_LATEST_PPC_ADDRESS_POSTCODE,YEAR_MONTH,_UDA_PERF_TARGET,_PROVIDER_NAME,_GENERAL_DENTAL_FIN_VALUE,_BAND_1_DELIVERED,_UDA_FIN_VAL,_CHILD_12M_COUNT,_LSOA11_CODE,_BAND_URGENT_DELIVERED,_CONTRACT_NUMBER,_BAND_OTHER_DELIVERED,_BAND_2_DELIVERED,_ADULT_24M_COUNT
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,4933,111,80.8,NE34 6AL,201904,71715,SRDP,1935029.82,1506,2038977.3,4902,E01008668,184,1700110001,21,603,18827
1,"Cumbria, Northumberland, Tyne and Wear AT",Q49,3943.8,76,0,SR1 1QH,201904,86878,Silver and Charlton,2440948.45,1250,2440948.45,4358,E01008703,234,1508860001,27,489,19879
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,1489.4,19,78,DH5 0JN,201904,32937,Amit Nayyar,909707.7,493,909707.7,2655,E01008754,80,2206390001,18,218,9988
1,Birmingham and The Black Country AT,Q54,2878,51,0,B63 3AU,201904,42273,"Dehal, Williams, Kavanagh and Kavanagh",1003063.84,1131,1003063.84,2271,E01009733,145,6197440004,13,313,10514
0,Birmingham and The Black Country AT,Q54,9037.8,339,200,B64 5HJ,201904,97227,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",2998380.11,764,2998380.11,3635,E01009953,219,6386330020,19,1308,19498
0,Birmingham and The Black Country AT,Q54,3390.6,67,132,B70 9LB,201904,37779,"The Dental Practice (Drs J.S Kainth, Partners & Associates)",938692.23,914,938692.23,4378,E01010106,198,2142990002,13,474,10563
0,Birmingham and The Black Country AT,Q54,3046.4,108,0,WV2 3DN,201904,33459,Dudley Road Dental Practice,912213.5,508,912213.5,2697,E01010428,82,1002670000,16,379,7474
0,West Yorkshire AT,Q52,1483.2,19,0,BD13 2PA,201904,15171,High Street Dental Practice,468912.31,629,468912.31,1230,E01010752,91,3229030001,13,168,5271
0,West Yorkshire AT,Q52,4748.8,80,0,HX1 1UX,201904,85709,Whitecross Dental Care Limited,2448641.15,1568,2448641.15,4428,E01010994,253,1013380104,15,634,20257
0,West Yorkshire AT,Q52,1557.6,28,0,BD19 3HH,201904,20000,Rodericks Dental Partnership Ltd,790172.69,485,790172.69,1309,E01011061,73,1546600001,14,208,5668
0,West Yorkshire AT,Q52,1656.8,17,0,HD1 4EN,201904,18600,Greenhead Dental Practice Limited,489766.56,632,489766.56,1575,E01011232,39,1619420001,25,255,4151
0,West Yorkshire AT,Q52,1409.4,15,0,LS15 8DZ,201904,21490,MR WS MALACH,646275.7,563,646275.7,1025,E01011409,12,2310100001,14,215,5212
0,West Yorkshire AT,Q52,2959.4,37,0,LS28 7NB,201904,40509,Whitecross Dental Care Limited,1122630.6,1247,1122630.6,3208,E01011587,96,1013380067,15,378,10249
0,"Durham, Darlington and Tees AT",Q45,2007.4,70,0,TS26 8DD,201904,60590,Hartlepool Dental Practice Partnership,1437711.21,450,1437711.21,1962,E01011977,47,1860070001,19,214,8340
0,"Durham, Darlington and Tees AT",Q45,2391,75,0,TS25 1RR,201904,33811,MR ND SMITH,830727.79,589,830727.79,2173,E01011987,91,3281460001,37,248,8895
1,"Durham, Darlington and Tees AT",Q45,3073,77,135.8,TS5 5PH,201904,47398,MR DC DANIELS,1325645.16,981,1325645.16,3316,E01012057,220,9218900001,19,296,11625
1,Lancashire AT,Q47,5021.6,133,0,FY1 3EJ,201904,89660,King Street Dental Surgery,2208533.19,1406,2649385.81,3909,E01012737,238,1822650001,18,569,17577
0,North Yorkshire and Humber AT,Q50,3535.4,53,0,HU9 2AA,201904,28605,OASIS DENTAL CARE LTD,794646.9,1424,794646.9,4309,E01012808,232,1012810106,15,394,10409
0,North Yorkshire and Humber AT,Q50,5713.4,126,180,HU3 6HP,201904,79925,543 Dental Centre Limited,2484477.73,2294,2484477.73,5346,E01012865,217,1040940001,38,519,23148
1,North Yorkshire and Humber AT,Q50,2124.2,54,0,YO16 4SJ,201904,31745,OASIS DENTAL CARE LTD,866740.49,564,866740.49,1707,E01012950,101,1012810121,14,260,7052
0,North Yorkshire and Humber AT,Q50,3542.2,46,0,HU15 2EP,201904,43039,South Cave Dental Surgery,1100805.34,1856,1100805.34,3869,E01012967,171,2136830001,17,304,14017
0,North Yorkshire and Humber AT,Q50,1335,26,0,HU11 4AA,201904,15658,MR DG BOFF,486435.97,503,486435.97,1375,E01013031,15,7397660001,22,166,5236
0,North Yorkshire and Humber AT,Q50,1516.2,8,0,DN20 8ED,201904,19042,Pilch & Wozniacka-Pilch,613946.2,690,613946.2,1313,E01013272,56,7722750001,15,217,6285
1,North Yorkshire and Humber AT,Q50,2236,33,231.4,YO31 1AN,201904,38182,Clock House Dental Practice,1129086.07,1226,1129086.07,3570,E01013379,85,1646230001,13,171,10323
0,North Yorkshire and Humber AT,Q50,2699.2,50,0,YO10 3EF,201904,44087,Lawrence Street Dental Practice Ltd,1451402.65,1101,1451402.65,3000,E01013400,156,1638800001,14,266,12640
1,"Arden, Herefordshire and Worcestershire AT",Q53,1839.2,32,82.2,HR1 2ES,201904,29000,S Mehra and C Brady,776938.12,591,776938.12,1789,E01014011,146,1763700001,17,222,9113
0,Shropshire and Staffordshire AT,Q60,4432.4,88,0,ST4 2QX,201904,47905,Shelton Dental Centre,1114883.68,1735,1114883.68,2823,E01014283,142,1399200001,13,486,13626
0,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,13297.4,275,997.8,BS23 2YG,201904,168355,Taneja and Pangotra Partnership,4342413.24,3915,4342413.24,12195,E01014813,662,1967030001,46,1744,40553
0,"Devon, Cornwall and Isles of Scilly AT",Q66,7730.8,173,0,TQ2 8NA,201904,130501,Whitecross Dental Care Limited,3581203.57,2227,3581203.57,6947,E01015262,449,1013380084,31,949,31168
0,Wessex Local Office,Q70,1281.8,14,0,BH15 2NN,201904,19600,Adelstone Dental Care Ltd,566364.37,561,566364.37,1302,E01015456,34,1811450001,16,170,5588
0,Surrey and Sussex AT,Q68,911.2,20,0,BN1 6AG,201904,14350,"S Cowley, R Ingham and J Angelo",376153.88,337,376153.88,808,E01016935,41,1794340002,16,95,3008
0,Hertfordshire and The South Midlands AT,Q58,2047.8,27,0,MK41 0SE,201904,25924,IDH Limited,619694.07,919,619694.07,2049,E01017527,64,1014350082,17,226,7529
0,"Cheshire, Warrington and Wirral AT",Q44,2403.2,34,0,CH1 5PP,201904,32052,Johnson & Whitehouse,980785.57,728,980785.57,2272,E01018314,96,1386650001,18,378,7998
0,"Cheshire, Warrington and Wirral AT",Q44,1461.6,26,0,SY14 8NR,201904,18300,Sachin Uduchana,446680.86,649,446680.86,1193,E01018355,65,1370300001,14,136,4752
0,Lancashire AT,Q47,2831.6,58,0,LA14 1DL,201904,33996,Cavendish Dental Practice,844553.88,952,844553.88,2329,E01019157,73,7244910003,17,356,8684
0,Derbyshire and Nottinghamshire AT,Q55,1089,15,275,NG20 8TA,201904,1330,MR PA MOORE,513764.87,529,513764.87,897,E01019507,3,9145330001,14,123,4413
0,"Devon, Cornwall and Isles of Scilly AT",Q66,2413,33,0,EX14 1BU,201904,34432,HONITON DENTAL CENTRE,1147201.65,661,1147201.65,1520,E01019932,105,1933050001,14,406,8051
0,"Devon, Cornwall and Isles of Scilly AT",Q66,1432.6,14,0,TQ12 2HP,201904,19373,St Pauls Dental Practice Ltd,661761.52,477,661761.52,826,E01020217,43,1700620001,20,235,5222
0,"Durham, Darlington and Tees AT",Q45,883.2,27,0,TS27 4EE,201904,17669,MR A ABRAHAM,386915.18,53,386915.18,658,E01020739,31,8049320001,32,142,4094
0,"Durham, Darlington and Tees AT",Q45,1161.6,27,0,DH6 3NT,201904,13023,Wray & McKenna Ltd,334242.76,309,334242.76,987,E01020790,98,1257330001,20,129,4410
0,"Durham, Darlington and Tees AT",Q45,1743.4,40,0,DL14 6HS,201904,25123,OASIS DENTAL CARE LTD,713260.65,454,713260.65,1704,E01020884,52,1012810006,16,247,5941
0,"Durham, Darlington and Tees AT",Q45,2292,54,220.8,DL14 9HW,201904,30150,Ms F Brown and Mr M Ellis,800585.27,667,800585.27,2178,E01020895,55,9058440001,13,292,9158
0,Essex AT,Q57,2509.2,54,0,SS16 4XP,201904,31000,Amar Dave and Rahul Patel - Basildon Dental Practice,852269.86,800,852269.86,2684,E01021327,111,1551520001,16,304,8121
2,Essex AT,Q57,2748.8,63,0,CM15 9AX,201904,43259,Ongar Road Dental Practice,1103214.18,1013,1103214.18,2949,E01021433,130,1453940001,13,275,11824
0,Essex AT,Q57,905,17,0,CO13 0AR,201904,8384,MR R PATEL,193752.09,211,193752.09,251,E01021994,26,3986320001,14,148,2051
0,"Bath, Gloucestershire, Swindon and Wiltshire AT",Q64,2732.4,59,0,GL1 3HF,201904,24000,opaleye & middlefell ltd,618316.49,983,618316.49,2342,E01022311,107,1996480001,13,300,6755
0,"Bath, Gloucestershire, Swindon and Wiltshire AT",Q64,4906.8,96,0,GL1 1PX,201904,64500,Whitecross Dental Care Limited,1531905.73,1519,1531905.73,5154,E01022347,114,1013380028,13,688,17683
0,Kent and Medway AT,Q67,3179.2,46,140.4,TN23 1FB,201904,38100,Pennypot Dental Ashford,935645.68,1301,935645.68,3258,E01024027,196,3307360018,14,359,11459
1,Lancashire AT,Q47,2800.6,58,0,BB11 2AE,201904,39000,Quest Dental Care LLP,1658322.03,1086,1658322.03,3022,E01024877,178,1113410001,19,263,9683
0,Lancashire AT,Q47,904.2,13,0,PR7 4HE,201904,10453,Synergy Dental Clinic Adlington Limited,232313.09,355,232313.09,717,E01024917,57,9422350001,18,102,3063
0,Lancashire AT,Q47,1890.4,23,0,L39 2AZ,201904,31670,Ravat & Ray Dental Care (Ormskirk) Ltd,1172515.85,781,1172515.85,1728,E01025488,272,1069840002,15,164,9317
0,Lancashire AT,Q47,2024.6,33,205.6,WN8 8LA,201904,26185,Sandy Lane Dental Practice,782481.65,711,782481.65,2133,E01025526,48,1212820001,14,284,7029
0,Leicestershire and Lincolnshire AT,Q59,4210.4,72,0,LE11 2EN,201904,58260,Victoria House Dental Practice,1170288.85,1523,1170288.85,3507,E01025718,181,1756760002,14,531,16773
0,Leicestershire and Lincolnshire AT,Q59,2857.8,89,0,LE10 0PL,201904,41556,Petrie Tucker & Partners Ltd,1073566.27,676,1073566.27,2964,E01025849,49,1013700085,14,347,11025
0,Leicestershire and Lincolnshire AT,Q59,3819.6,48,0,LE10 1AP,201904,53857,House of Dental Station Road,1346126.44,1871,1346126.44,3708,E01025849,168,1447380001,17,386,17239
0,Leicestershire and Lincolnshire AT,Q59,810.2,2,0,LE65 1EL,201904,8630,MISS H BURNIKELL,233434.71,218,233434.71,479,E01025917,36,9198450001,18,175,2331
0,Leicestershire and Lincolnshire AT,Q59,1447.8,17,0,LN5 7RL,201904,20000,Powell and Associates,502509.49,358,502509.49,994,E01026132,69,5734770001,21,266,5811
0,Leicestershire and Lincolnshire AT,Q59,4005,68,0,PE10 9NB,201904,63070,Mr N Maxey & Mr W Welch,1536990.16,1704,1536990.16,4005,E01026301,195,1872080001,19,407,15217
0,Leicestershire and Lincolnshire AT,Q59,4779.6,76,0,NG31 7DL,201904,33500,Appoline Dental Care,919014.42,1922,919014.42,2276,E01026311,223,7969640002,46,532,9000
0,East Anglia AT,Q56,687.6,9,0,NR7 8AL,201904,8000,The Together Dental  Partnership c/o Vaid and Radia,160990.24,350,160990.24,696,E01026553,28,1628330002,13,65,2304
0,East Anglia AT,Q56,2973.8,41,205.8,NR7 0UD,201904,51443,MR JG PLUMMER,1523901.45,1254,1523901.45,4162,E01026575,179,8271340010,13,330,16078
0,East Anglia AT,Q56,1572.4,31,99.2,NR30 5AQ,201904,17482,MR JG PLUMMER,625618.04,503,625618.04,1323,E01026593,86,8271340007,16,189,6562
0,East Anglia AT,Q56,2309.4,31,0,NR21 9AG,201904,28637,Bridge Street Dental Partnership,639473.63,1031,639473.63,1623,E01026747,102,9317640001,22,254,9316
0,East Anglia AT,Q56,3804.2,58,0,NR4 7HN,201904,46679,The Denteam Dental Centre,1312244.91,1460,1312244.91,3761,E01026868,91,8430590001,38,506,13313
0,East Anglia AT,Q56,1595.6,18,0,NR18 0RF,201904,32392,MR JG PLUMMER,975527.27,827,975527.27,2637,E01026945,160,8271340009,13,112,11574
0,Hertfordshire and The South Midlands AT,Q58,3133.4,63,0,NN5 6JN,201904,44684,MR AT LAMB,1140903.6,1340,1140903.6,4201,E01027217,62,2738480001,16,313,13775
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,695.8,6,0,NE63 8NQ,201904,8000,The Linden Cottage Partnership,199267.55,383,199267.55,600,E01027525,33,5789400001,30,64,2763
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,2511.4,83,0,NE64 6PF,201904,32087,Philip Brantingham and Kim Anne Brantingham,799452.78,510,799452.78,1527,E01027544,133,9174270004,17,265,7085
0,South Yorkshire and Bassetlaw AT,Q51,2577,35,142,DN22 6NX,201904,35365,Retford Dental Care,1043716.84,1056,1043716.84,2889,E01028011,150,1908880002,13,299,11047
0,South Yorkshire and Bassetlaw AT,Q51,3666.8,68,288.2,S80 2AS,201904,50922,Wright Dental Care Ltd,1365889.01,989,1365889.01,3161,E01028062,109,1123480001,14,565,12924
0,Shropshire and Staffordshire AT,Q60,1685.2,32,0,SY13 1AD,201904,28717,Dr Jamil Ahmed Musa & Dr Christopher John Holgate,807322.48,598,807322.48,1439,E01028891,71,1071820001,13,203,7378
0,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,2229.6,38,353.4,BS27 3BE,201904,29758,Cheddar Dental Practice,674749.88,873,674749.88,2262,E01029129,113,1985870001,13,247,9753
0,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,2682.2,51,0,TA1 2LB,201904,33727,Rodericks Dental Partnership Ltd,724661.74,1057,724661.74,2740,E01029281,111,1013620045,13,290,9958
0,Shropshire and Staffordshire AT,Q60,3469.4,34,0,WS13 6LL,201904,49250,Bore Street Dental Practice Limited,1154625.07,1699,1154625.07,3049,E01029526,112,1483260001,13,405,14076
0,Shropshire and Staffordshire AT,Q60,2543,78,0,ST17 4AA,201904,19930,Kiran Hanji,593266.19,685,593266.19,1390,E01029701,14,1054810001,19,277,6094
0,East Anglia AT,Q56,2929.4,60,198.4,CO10 2SX,201904,40973,Bank Buildings Dental Practice,965542.18,1002,965542.18,2549,E01029918,162,1823970001,19,324,12022
0,Surrey and Sussex AT,Q68,1313.8,18,0,GU1 3LE,201904,18053,MR SN GALVIN,564713.47,512,564713.47,1210,E01030455,91,2345400001,14,154,4548
1,Surrey and Sussex AT,Q68,3785.8,81,0,RH2 9HU,201904,48198,Mr Barry Westwood and Mr William Westwood,1208464.25,1715,1208464.25,4257,E01030620,134,1081030001,13,304,13807
0,"Arden, Herefordshire and Worcestershire AT",Q53,3384.8,64,0,CV21 3BG,201904,41132,MRS RP ATWAL,1277925.04,1486,1277925.04,3311,E01031144,24,7643530001,13,363,13087
0,"Arden, Herefordshire and Worcestershire AT",Q53,2149.2,19,0,CV8 1LS,201904,28247,Abbey End Dental Practice,907271.09,1052,907271.09,1806,E01031256,66,7401790001,13,259,8664
0,Surrey and Sussex AT,Q68,1724.8,26,0,PO21 5SB,201904,22127,Five Rivers Dental Ltd,614084.62,713,614084.62,1538,E01031382,59,1602370001,19,206,6147
0,Surrey and Sussex AT,Q68,1907.2,45,0,PO21 1LG,201904,26836,OASIS DENTAL CARE LTD,708178.82,535,708178.82,1484,E01031432,76,1012810231,14,239,7251
0,Lancashire AT,Q47,1878.4,29,0,PR3 0ZB,201904,24000,Chana and Thandi Dental,596083.84,846,596083.84,1492,E01032157,57,1023500001,14,202,6399
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,4807.6,126,0,SR6 7DH,201904,64555,The Southwick and Whitburn Dental Practice Partnership,1739489.95,1439,1739489.95,4931,E01033075,182,1598910001,15,530,17925
0,East Anglia AT,Q56,2552.4,51,0,IP12 2GA,201904,19213,Mr Abdel R Achour & Ms Stacey Gore,481560.72,752,481560.72,1622,E01033445,82,1541800001,13,359,5567
,North West London AT,Q62,,,,NW10 3JL,201904,2365,"Dler Ismail, Beyar Seeid & Othman Saraj",69836.01,,69836.01,72,E01000586,,6752370001,,,389
,North West London AT,Q62,,,,HA0 2DW,201904,720,"Bhutta, Padayachee & Associates",20257.21,,20257.21,78,E01000634,,1945220001,,,371
,North East London AT,Q61,,,,WC2H 0LA,201904,325,MR B NISAR,7683.11,,7683.11,7,E01000919,,7818000001,,,105
,North West London AT,Q62,,,,W12 0AE,201904,1,Tooth and Mouth Limited,1.04,,1.04,,E01001876,,1382660002,,,
,North East London AT,Q61,,,,N8 8HA,201904,6025,Crouch Hall Dental Care,140836.59,,140836.59,726,E01001989,,1336550001,,,1854
,North West London AT,Q62,,,,HA1 2RZ,201904,2432,Dr G Kataria,107215.31,,107215.31,,E01002130,,1028300001,,,1036
,North West London AT,Q62,,,,HA1 4TB,201904,369,MR P VOHRA,8683.67,,8683.67,148,E01002181,,3063390001,,,28
,North West London AT,Q62,,,,UB10 9JY,201904,2097,MR DS SOHAL,52623.72,,52623.72,207,E01002513,,6601080001,,,436
,North West London AT,Q62,,,,TW13 4ND,201904,1,MR AQ KHAN,103495.16,,103495.16,,E01002596,,3437140001,,,
,North West London AT,Q62,,,,TW3 1NH,201904,4825,Advance Dental Ltd,141327.52,,141327.52,304,E01002642,,3951290001,,,1020
,South London AT,Q63,,,,SE6 4AF,201904,90,Splendent Care Ltd,4828.97,,4828.97,,E01003324,,1223000004,,,4
,North East London AT,Q61,,,,IG1 1QE,201904,11956,MR AD PATEL,303915.67,,303915.67,,E01003688,,2095110001,,,
,South London AT,Q63,,,,TW11 0AB,201904,351,MR RH BAYLIS,9263.04,,9263.04,96,E01003887,,6516800001,,,91
,South London AT,Q63,,,,SE21 7AQ,201904,80,MISS KE OPIE-SMITH,2490.54,,2490.54,,E01004069,,5772940001,,,
,North East London AT,Q61,,,,E1 7LJ,201904,300,The Brace Orthodontic Centre,55010.37,,55010.37,2,E01004307,,1998500002,,,42
,South London AT,Q63,,,,SW11 1JD,201904,910,MS M TADAION,25982.49,,25982.49,96,E01004588,,8904210001,,,313
,South London AT,Q63,,,,SW15 3SW,201904,1,The Royal Hospital for Neuro-disability Dental Practice,124700.35,,124700.35,,E01004628,,1005720000,,,
,North West London AT,Q62,,,,SW7 1NA,201904,7500,Mrs R Szasz & Miss E Szasz,163657.05,,163657.05,26,E01004692,,1006510000,,,217
,North West London AT,Q62,,,,W1U 4JD,201904,545,MR RA SILVESTER,15404,,15404,,E01004717,,1011620000,,,
,Greater Manchester AT,Q46,,,,BL2 3HS,201904,1100,Harwood Dental Care,20645.48,,20645.48,457,E01004791,,1506570001,,,41
,Greater Manchester AT,Q46,,,,OL1 1NL,201904,1344,MR RS SINGH,92449.52,,92449.52,27,E01005350,,2396150006,,,467
,Greater Manchester AT,Q46,,,,OL8 1QN,201904,886,MR S SHIMBERG,24880.41,,24880.41,,E01005434,,8162130002,,,
,Merseyside AT,Q48,,,,NN4 5EZ,201904,2,REVIVE DENTAL CARE LIMITED,236011.57,,428364.93,,E01005634,,1600590019,,,
,Greater Manchester AT,Q46,,,,M27 8FB,201904,2000,MR MH AL-SHARKAWI,55701.02,,55701.02,,E01005675,,9355810004,,,508
,Greater Manchester AT,Q46,,,,SK6 1NB,201904,4906,MISS SN HUSSAIN,123376.16,,123376.16,305,E01005746,,7729680001,,,1531
,"Cheshire, Warrington and Wirral AT",Q44,,,,L35 5DR,201904,1,Bridgewater Community Healthcare NHS Foundation Trust,1.03,,1.03,,E01006499,,1743430008,,,
,"Cheshire, Warrington and Wirral AT",Q44,,,,WA9 3DA,201904,1,Bridgewater Community Healthcare NHS Foundation Trust,1.03,,1.03,,E01006845,,1743430005,,,
,Merseyside AT,Q48,,,,WA10 1UH,201904,1,Bridgewater Community Healthcare NHS Foundation Trust,1.03,,1.03,,E01006881,,1743430011,,,
,"Cheshire, Warrington and Wirral AT",Q44,,,,CH49 5PE,201904,1,Wirral Community NHS Trust,1.03,,1.03,,E01007251,,1272130003,,,
,"Cheshire, Warrington and Wirral AT",Q44,,,,CH49 5PE,201904,1,Wirral Community NHS Trust,1.03,,1.03,,E01007251,,1272130009,,,
,South Yorkshire and Bassetlaw AT,Q51,,,,S63 9LQ,201904,1837,TSJ Smile Limited,51988,,51988,,E01007369,,1007380000,,,
,South Yorkshire and Bassetlaw AT,Q51,,,,DN4 8QN,201904,100,Rotherham NHS Foundation Trust,2614.29,,2614.29,,E01007502,,1811960017,,,26
,South Yorkshire and Bassetlaw AT,Q51,,,,S5 6NU,201904,7,Sheffield SPDCS,73374.26,,73374.26,,E01007849,,1669440009,,,15
,South Yorkshire and Bassetlaw AT,Q51,,,,S5 6NU,201904,19,Sheffield SPDCS,73374.26,,73374.26,,E01007849,,1669440010,,,1
,South Yorkshire and Bassetlaw AT,Q51,,,,S10 2TX,201904,1800,Sheffield Teaching Hospital NHS FT,77320.34,,77320.34,1,E01007866,,1151420001,,,126
,South Yorkshire and Bassetlaw AT,Q51,,,,S11 8ZH,201904,788,Galer Farrer,49058.62,,49058.62,,E01008047,,1809120002,,,65
,South Yorkshire and Bassetlaw AT,Q51,,,,S5 9ND,201904,799,Parson Cross Dental Surgery,22600,,22600,132,E01008117,,1007300000,,,133
,"Cumbria, Northumberland, Tyne and Wear AT",Q49,,,,DH4 5BH,201904,1,Dencall,183806.76,,183806.76,,E01008604,,1386140007,,,
,"Durham, Darlington and Tees AT",Q45,,,,DH4 5BH,201904,1,Dencall,399109.5,,399109.5,,E01008754,,1386140008,,,
,"Cumbria, Northumberland, Tyne and Wear AT",Q49,,,,DH4 5BH,201904,1,Dencall,162231.93,,162231.93,,E01008829,,1386140006,,,
,North Yorkshire and Humber AT,Q50,,,,HU1 2PS,201904,15194,Night Dental Ltd,605899.19,,605899.19,,E01009200,,1009860000,,,
,Birmingham and The Black Country AT,Q54,,,,B20 1BJ,201904,165,MR P TANGRI,6928.19,,6928.19,,E01009262,,3289440001,,,81
