_LATE_SUBMITTED_FP17,_COMMISSIONER_NAME,_COMMISSIONER_CODE,_UDA_DELIVERED,_BAND_3_DELIVERED,_UDA_DELIVERED_FD,_LATEST_PPC_ADDRESS_POSTCODE,YEAR_MONTH,_UDA_PERF_TARGET,_PROVIDER_NAME,_GENERAL_DENTAL_FIN_VALUE,_BAND_1_DELIVERED,_UDA_FIN_VAL,_CHILD_12M_COUNT,_LSOA11_CODE,_BAND_URGENT_DELIVERED,_CONTRACT_NUMBER,_BAND_OTHER_DELIVERED,_BAND_2_DELIVERED,_ADULT_24M_COUNT
0,"Durham, Darlington and Tees AT",Q45,3016,49,0,DL3 7PL,201907,40053,OASIS DENTAL CARE LTD,1171837.85,935,1171837.85,2825,E01012355,135,1012810052,12,440,8592
0,Merseyside AT,Q48,1932.4,69,0,WA7 5RL,201907,20500,Halton Road Family Dental Practice,478694.94,432,478694.94,1434,E01012404,94,1701190001,16,181,5549
12,Lancashire AT,Q47,6868.2,227,0,FY1 3EJ,201907,89660,King Street Dental Surgery,2208533.19,1558,2652251.35,4121,E01012737,281,1822650001,29,736,17830
0,North Yorkshire and Humber AT,Q50,7015.2,183,178.2,HU3 6HP,201907,79925,543 Dental Centre Limited,2484477.73,1982,2484477.73,5339,E01012865,236,1040940001,41,838,23018
0,North Yorkshire and Humber AT,Q50,885.8,18,0,HU7 4TD,201907,9000,MR C LANGLEY,244756.41,400,244756.41,642,E01012904,29,3369980001,18,78,2573
0,North Yorkshire and Humber AT,Q50,2783.6,67,0,YO16 4EL,201907,37374,V I Dental Centre,1149729.9,1067,1149729.9,2124,E01012943,48,1705500001,15,280,8902
0,North Yorkshire and Humber AT,Q50,3638.2,59,0,HU15 2EP,201907,43039,South Cave Dental Surgery,1100805.34,1548,1100805.34,3802,E01012967,191,2136830001,13,380,13971
1,North Yorkshire and Humber AT,Q50,580.8,13,0,YO25 5DL,201907,8810,MR ST COLES,279060.13,146,279060.13,412,E01012980,8,8441520001,12,88,2532
0,North Yorkshire and Humber AT,Q50,1018,13,0,YO25 6AP,201907,11000,City Health Dental,402377.51,373,402377.51,696,E01012982,85,1006730000,15,125,2413
2,North Yorkshire and Humber AT,Q50,3471.4,109,0,DN32 9AS,201907,45300,Dentology Grimsby,1215834.03,828,1215834.03,2762,E01013142,12,1566550001,16,435,11171
0,North Yorkshire and Humber AT,Q50,3262.6,44,0,DN31 1EY,201907,32000,Osborne Street Surgery Limited,972390.04,1037,972390.04,3593,E01013221,138,1046630001,13,509,8574
0,North Yorkshire and Humber AT,Q50,1725.6,15,0,DN20 8ED,201907,19042,Pilch & Wozniacka-Pilch,613946.2,762,613946.2,1294,E01013272,73,7722750001,12,229,6219
1,North Yorkshire and Humber AT,Q50,2604,51,229,YO31 1AN,201907,38182,Clock House Dental Practice,1129086.07,1124,1129086.07,3589,E01013379,70,1646230001,12,260,10254
0,North Yorkshire and Humber AT,Q50,2793.6,52,0,YO10 3EF,201907,44087,Lawrence Street Dental Practice Ltd,1451402.65,1186,1451402.65,2903,E01013400,153,1638800001,12,263,12340
0,Leicestershire and Lincolnshire AT,Q59,1665.6,18,0,LE5 4EL,201907,17811,Dr Hindocha Ltd.,476495.41,259,476495.41,1911,E01013671,88,1620780003,15,361,3569
1,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,14350.4,326,1098.8,BS23 2YG,201907,168355,Taneja and Pangotra Partnership,4342413.24,3587,4342413.24,12056,E01014813,742,1967030001,49,1967,40564
0,"Devon, Cornwall and Isles of Scilly AT",Q66,3113.6,82,379.6,PL4 8HB,201907,28500,MISS SJ YOUNG,740734.11,903,740734.11,2627,E01015050,217,3357380001,12,318,11563
4,"Devon, Cornwall and Isles of Scilly AT",Q66,2744.4,35,0,PL5 3AL,201907,36500,MR R SMITH,876519.79,1186,876519.79,4764,E01015071,82,8013990001,12,344,9579
1,"Devon, Cornwall and Isles of Scilly AT",Q66,8881.4,216,0,TQ2 8NA,201907,130501,Whitecross Dental Care Limited,3581203.57,2334,3581203.57,6938,E01015262,452,1013380084,32,1121,31097
0,Wessex Local Office,Q70,1575.2,29,0,BH15 2NN,201907,19600,Adelstone Dental Care Ltd,566364.37,507,566364.37,1315,E01015456,41,1811450001,17,222,5521
2,Kent and Medway AT,Q67,1456.2,60,0,ME4 4DH,201907,17760,MS M RAMZANI,454397.39,180,454397.39,724,E01016110,36,8482200001,12,165,2959
3,Kent and Medway AT,Q67,2066.6,52,0,ME1 2AB,201907,26183,The City Way Practice,669917.39,447,669917.39,2275,E01016118,104,1825830001,12,292,7140
1,Hertfordshire and The South Midlands AT,Q58,1773.2,65,0,LU5 4BT,201907,25239,Facial Aesthetic (UK) Ltd,631697.77,337,631697.77,931,E01017592,38,9171250001,15,184,5288
0,East Anglia AT,Q56,10412.8,219,0,CB4 1EN,201907,138567,Petrie Tucker & Partners Ltd,3671153.8,3764,3671153.8,10296,E01018147,224,1013700004,14,1243,38335
0,"Cheshire, Warrington and Wirral AT",Q44,1588,37,0,SY14 8NR,201907,18300,Sachin Uduchana,446680.86,526,446680.86,1190,E01018355,64,1370300001,18,167,4794
0,"Cheshire, Warrington and Wirral AT",Q44,1778.6,29,0,ST7 2ET,201907,22620,Alsager Dental Care,500596.02,760,500596.02,1344,E01018386,93,2149060001,14,183,7085
0,"Cheshire, Warrington and Wirral AT",Q44,1281.2,35,0,CW1 3AW,201907,11380,MR JS HIBBERT,334534.43,336,334534.43,679,E01018467,46,8154890001,14,152,3400
0,"Cheshire, Warrington and Wirral AT",Q44,2968,74,0,CW7 1BG,201907,41938,Petrie Tucker & Partners Ltd,1177098.74,767,1177098.74,2479,E01018732,160,1013700086,17,358,9554
0,Lancashire AT,Q47,3108.4,80,0,LA14 1DL,201907,33996,Cavendish Dental Practice,844553.88,887,844553.88,2303,E01019157,57,7244910003,17,392,8778
0,Lancashire AT,Q47,1612.2,45,0,LA11 7EY,201907,15203,Mr J Carney,371996.27,304,371996.27,744,E01019354,99,7244910002,13,212,5085
0,Derbyshire and Nottinghamshire AT,Q55,78,0,0,DE56 4EU,201907,1698,The Duffield Dental Practice,44840.12,42,44840.12,263,E01019427,0,2190290003,12,12,400
0,Derbyshire and Nottinghamshire AT,Q55,2223,31,0,DE75 7DT,201907,25773,Heanor Dental Practice,791990.23,883,791990.23,1918,E01019436,60,1002380000,17,294,7861
0,Derbyshire and Nottinghamshire AT,Q55,2255.6,40,0,S40 1LQ,201907,28035,Clarence Road Dental Care Partnership,671305.62,857,671305.62,1626,E01019538,108,3318640001,19,257,7218
0,Derbyshire and Nottinghamshire AT,Q55,1718.8,15,0,SK23 0EZ,201907,17496,Chapel Dental Care,807287.39,296,807287.39,1245,E01019720,24,1003340000,16,404,4166
0,"Devon, Cornwall and Isles of Scilly AT",Q66,1920.8,28,242.6,EX8 2BW,201907,29644,Mr Robert Mew,772976.56,627,772976.56,1888,E01019912,74,1068280001,12,282,7239
1,"Devon, Cornwall and Isles of Scilly AT",Q66,2544.8,25,0,EX14 1BU,201907,34432,HONITON DENTAL CENTRE,1147201.65,819,1147201.65,1485,E01019932,119,1933050001,16,423,8057
0,"Devon, Cornwall and Isles of Scilly AT",Q66,1448.8,22,0,EX10 8DF,201907,24000,DEN DENTAL GROUP PRACTICE LLP,360998.52,476,360998.52,1237,E01019956,104,1759860007,13,187,5810
3,"Devon, Cornwall and Isles of Scilly AT",Q66,1615.2,20,340.2,EX16 6RR,201907,31724,Castle View Dental Practice,998722.19,676,998722.19,2130,E01020048,121,7625200001,16,182,10788
1,"Devon, Cornwall and Isles of Scilly AT",Q66,999.6,14,210.4,EX18 7BW,201907,12315,Chulmleigh Dental Practice LTD,342894.71,371,342894.71,957,E01020098,34,1081110001,13,136,3831
0,"Devon, Cornwall and Isles of Scilly AT",Q66,1929.2,25,0,PL21 9AE,201907,20250,DEN DENTAL GROUP PRACTICE LLP,537637.5,909,537637.5,329,E01020161,106,1012160000,14,194,783
0,"Devon, Cornwall and Isles of Scilly AT",Q66,1853.4,24,0,TQ12 2HP,201907,19373,St Pauls Dental Practice Ltd,661761.52,577,661761.52,820,E01020217,37,1700620001,18,294,5206
0,Wessex Local Office,Q70,2678.4,54,0,BH21 3LN,201907,20108,"Jonathan Mynors-Wallis, Jayne Mynors-Wallis",611359.65,678,611359.65,1763,E01020388,67,1853530001,12,420,7402
0,Wessex Local Office,Q70,1758.8,35,0,DT6 5DU,201907,22500,IDH Limited,557561.78,591,557561.78,1495,E01020500,84,1014350092,15,207,6563
0,"Durham, Darlington and Tees AT",Q45,2390,54,0,DH3 3EZ,201907,35659,Ridgway Dental Ltd.,939266.37,647,939266.37,2123,E01020593,105,1764860001,16,314,10185
1,"Durham, Darlington and Tees AT",Q45,4399.2,103,287.2,DH8 5AQ,201907,50056,Front Street Dental Practice Partnership,1596039.21,1199,1596039.21,3011,E01020640,186,1725960001,13,577,13454
0,"Durham, Darlington and Tees AT",Q45,772.4,23,0,TS27 4EE,201907,12699,MR A ABRAHAM,277425.34,76,277425.34,578,E01020739,12,8049320001,48,112,3851
0,"Durham, Darlington and Tees AT",Q45,1041.2,17,0,DH6 3NT,201907,13023,Wray & McKenna Ltd,334242.76,313,334242.76,986,E01020790,96,1257330001,13,133,4468
0,"Durham, Darlington and Tees AT",Q45,911,24,0,DL16 7LD,201907,12000,MR MA QURAISHI,354712.81,295,354712.81,848,E01020835,70,8330370007,14,73,3943
0,"Durham, Darlington and Tees AT",Q45,2321.6,67,246.8,DL14 9HW,201907,30150,Ms F Brown and Mr M Ellis,800585.27,635,800585.27,2167,E01020895,43,9058440001,21,270,9059
0,Surrey and Sussex AT,Q68,1970.8,33,326.8,TN37 7AG,201907,30290,Battle Road Dental Practice,833799.74,662,833799.74,1934,E01021010,139,3312790002,12,241,7385
0,Essex AT,Q57,870,16,0,CM17 0DN,201907,12002,MR A ZACHARATOS,378022.81,352,378022.81,1081,E01021855,20,2709380001,15,92,3902
1,"Bath, Gloucestershire, Swindon and Wiltshire AT",Q64,3150.6,72,167.8,GL50 1XN,201907,35818,Oriel Villas Dental Surgery,879898.61,990,879898.61,2890,E01022117,93,1475750001,13,392,11161
0,"Bath, Gloucestershire, Swindon and Wiltshire AT",Q64,1524.4,28,0,GL1 3HF,201907,24000,opaleye & middlefell ltd,618316.49,570,618316.49,2385,E01022311,67,1996480001,22,172,6815
1,Wessex Local Office,Q70,2523.4,60,0,PO13 9SP,201907,36115,SCA Trafalgar Ltd,1115525.3,836,1115525.3,2126,E01022842,87,1911830001,22,282,7136
0,Wessex Local Office,Q70,3125,47,301.4,SP6 1JD,201907,40500,Whitecross Dental Care Limited,1220890.4,1281,1220890.4,2928,E01023022,150,1013380133,14,362,13661
4,Wessex Local Office,Q70,2487.2,31,0,SO14 0YG,201907,29478,Solent Dental Services,4858726.35,1089,4958561.17,4101,E01023143,111,1634570029,13,295,9022
0,Hertfordshire and The South Midlands AT,Q58,1057.6,22,48.2,SG2 0HL,201907,11165,MR A PATEL,287413.62,223,287413.62,920,E01023769,48,2786290001,13,163,3096
0,Lancashire AT,Q47,4735.8,138,0,BB12 6SX,201907,47600,Petrie Tucker & Partners Ltd,1306354.57,1343,1306354.57,3989,E01024881,144,1013700021,13,517,11632
0,Lancashire AT,Q47,1786.4,42,0,BB5 3JD,201907,33780,Petrie Tucker & Partners Ltd,1057297.57,388,1057297.57,1624,E01025076,82,1013700084,16,260,6817
1,Lancashire AT,Q47,1950,28,0,PR2 1HQ,201907,21231,Dr H Kadri,592135.05,796,592135.05,1306,E01025231,104,9973070001,17,231,6733
2,Lancashire AT,Q47,2318.2,47,285.8,WN8 8LA,201907,26185,Sandy Lane Dental Practice,782481.65,773,782481.65,2105,E01025526,77,1212820001,15,294,6962
0,Lancashire AT,Q47,2201,39,0,PR3 1EA,201907,27015,Petrie Tucker & Partners Ltd,789550.99,639,789550.99,1469,E01025559,100,1013700043,13,313,7191
0,Leicestershire and Lincolnshire AT,Q59,4634,96,0,LE11 2EN,201907,58260,Victoria House Dental Practice,1170288.85,1563,1170288.85,3495,E01025718,224,1756760002,12,543,16605
16,Leicestershire and Lincolnshire AT,Q59,3693.4,88,0,LE16 9HF,201907,36421,Hanji and Chaudhary MH,819863.13,975,819863.13,2818,E01025807,137,1642750001,18,496,9152
0,Leicestershire and Lincolnshire AT,Q59,4543.6,72,0,LE10 1AP,201907,53857,House of Dental Station Road,1346126.44,1870,1346126.44,3728,E01025849,192,1447380001,30,517,17317
0,Leicestershire and Lincolnshire AT,Q59,711,1,0,LE65 1EL,201907,8630,MISS H BURNIKELL,233434.71,237,233434.71,485,E01025917,30,9198450001,17,142,2343
0,Leicestershire and Lincolnshire AT,Q59,1232.4,23,0,LN5 7RL,201907,20000,Powell and Associates,502509.49,263,502509.49,958,E01026132,67,5734770001,24,202,5688
0,Leicestershire and Lincolnshire AT,Q59,3413,70,0,NG31 7DL,201907,33500,Appoline Dental Care,919014.42,1281,919014.42,2309,E01026311,110,7969640002,33,378,9024
0,East Anglia AT,Q56,2082.4,51,84.2,NR31 8HB,201907,22126,MR JG PLUMMER,707203.51,520,707203.51,1362,E01026585,67,8271340012,12,286,6787
1,East Anglia AT,Q56,1797.2,35,133.8,NR30 5AQ,201907,17482,MR JG PLUMMER,625618.04,551,625618.04,1295,E01026593,107,8271340007,18,227,6602
0,East Anglia AT,Q56,2239.6,53,70,NR30 2QP,201907,24945,MR JG PLUMMER,768545.37,543,768545.37,1437,E01026623,126,8271340013,14,295,6626
0,East Anglia AT,Q56,2247.4,30,0,NR21 9AG,201907,28637,Bridge Street Dental Partnership,639473.63,914,639473.63,1608,E01026747,117,9317640001,14,273,9257
2,East Anglia AT,Q56,3182.6,59,0,NR4 7HN,201907,46679,The Denteam Dental Centre,1312244.91,1159,1312244.91,3674,E01026868,104,8430590001,14,387,13122
0,East Anglia AT,Q56,3361.8,50,0,NR18 0RF,201907,35162,MR JG PLUMMER,1058944.57,1343,1058944.57,2619,E01026945,229,8271340009,22,370,11474
0,Hertfordshire and The South Midlands AT,Q58,2154.4,39,0,NN17 2UR,201907,28900,OASIS DENTAL CARE LTD,807298.88,360,807298.88,2139,E01026973,352,1012810229,13,297,8190
0,Hertfordshire and The South Midlands AT,Q58,3685.4,86,0,NN5 6JN,201907,44684,MR AT LAMB,1140903.6,1322,1140903.6,4280,E01027217,72,2738480001,14,407,13766
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,3095.2,79,0,NE24 2JN,201907,40129,Mr D Hall,1038827.88,601,1038827.88,2666,E01027414,71,5741120001,13,472,9860
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,3937.8,104,0,NE24 5EZ,201907,61155,Whitecross Dental Care Limited,1679156.77,1244,1679156.77,2925,E01027415,132,1169980001,16,421,14301
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,703.6,17,0,NE63 8NQ,201907,8000,The Linden Cottage Partnership,199267.55,323,199267.55,578,E01027525,16,5789400001,41,42,2775
0,North Yorkshire and Humber AT,Q50,1468.8,28,0,BD24 9AA,201907,19294,OASIS DENTAL CARE LTD,606326.79,397,606326.79,991,E01027572,49,1012810089,12,222,4734
0,North Yorkshire and Humber AT,Q50,2317.8,65,0,YO21 3ER,201907,23860,Mr R Sharma,769255.88,521,769255.88,1299,E01027869,79,1437820001,13,303,7360
0,South Yorkshire and Bassetlaw AT,Q51,3263.6,68,160.8,DN22 6NX,201907,35365,Retford Dental Care,1043716.84,1273,1043716.84,2967,E01028011,173,1908880002,14,318,11252
0,South Yorkshire and Bassetlaw AT,Q51,2201.2,33,0,S80 2AS,201907,27894,Number 9 Dental Care Ltd,808096.28,880,808096.28,1543,E01028062,95,1091340001,16,265,6989
0,South Yorkshire and Bassetlaw AT,Q51,3857,68,299.8,S80 2AS,201907,50922,Wright Dental Care Ltd,1365889.01,1045,1365889.01,3109,E01028062,140,1123480001,21,599,12790
0,Derbyshire and Nottinghamshire AT,Q55,1625.4,32,0,NG18 1QJ,201907,22639,Dental Care Centre,531864.74,549,531864.74,989,E01028284,42,2565950001,18,209,4961
0,Shropshire and Staffordshire AT,Q60,2294.4,52,0,SY13 1AD,201907,28717,Dr Jamil Ahmed Musa & Dr Christopher John Holgate,807322.48,490,807322.48,1509,E01028891,72,1071820001,21,360,7402
0,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,3343,79,73.8,BA21 4HD,201907,36000,Rodericks Dental Partnership Ltd,841180.35,766,841180.35,2815,E01029239,165,1013620048,12,475,9677
0,"Bristol, North Somerset, Somerset, South Gloucestershire AT",Q65,2361.6,38,313.2,TA1 4RL,201907,29027,Parkfield Dental Surgery Ltd,710435.75,805,710435.75,1930,E01029301,103,1867160001,12,318,8279
0,Shropshire and Staffordshire AT,Q60,1629,46,0,WS12 1AG,201907,17708,Dentaire Ltd,453360.04,592,453360.04,1274,E01029389,5,9272010001,12,156,5463
3,Shropshire and Staffordshire AT,Q60,3486.4,44,0,WS13 6LL,201907,49250,Bore Street Dental Practice Limited,1154625.07,1462,1154625.07,3053,E01029526,132,1483260001,16,439,13936
0,Shropshire and Staffordshire AT,Q60,2779.2,79,0,B79 7JS,201907,31797,Prestige Dental Care Group,833572.41,667,833572.41,2702,E01029835,155,1984040001,12,325,9478
0,East Anglia AT,Q56,3555.6,90,121.6,CO10 2SX,201907,40973,Bank Buildings Dental Practice,965542.18,947,965542.18,2596,E01029918,173,1823970001,20,430,12277
